ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC
709,24d11m20.3s,15d45m27.3s,71,64,69,90,2,-101,5.13
710,24d11m20.6s,15d46m24.7s,55,53,55,0,4,160,3.05
711,24d11m20.8s,15d47m16.1s,22,19,21,0,2,-156,2.62
712,24d11m20.9s,15d46m11.0s,40,34,38,90,4,219,3.47
713,24d11m21.4s,15d46m5.5s,31,28,30,0,2,-227,3.68
714,24d11m21.4s,15d46m12.8s,53,49,52,0,4,214,3.43
715,24d11m22.2s,15d46m10.2s,49,44,47,90,4,233,3.55
716,24d11m22.3s,15d46m35.3s,223,213,220,90,4,152,2.87
717,24d11m22.5s,15d45m30.2s,103,73,93,-50,2,-96,5.06
718,24d11m22.6s,15d45m47.4s,51,48,50,0,2,-168,4.38
719,24d11m22.8s,15d46m6.3s,32,28,30,0,2,-219,3.70
720,24d11m23.3s,15d45m49.3s,17,16,16,0,2,-167,4.32
721,24d11m24.9s,15d45m49.2s,26,25,26,0,2,-154,4.37
722,24d11m25.1s,15d45m21.1s,27,23,25,0,2,-34,5.49
723,24d11m25.7s,15d45m51.4s,24,22,24,0,2,-148,4.31
724,24d11m26.1s,15d45m24.3s,27,23,26,0,2,-44,5.38
725,24d11m26.6s,15d46m1.8s,24,22,23,0,2,-172,3.97
726,24d11m26.9s,15d45m24.3s,24,21,23,0,2,-39,5.40
727,24d11m27.2s,15d45m54.0s,21,20,21,0,2,-140,4.26
728,24d11m27.4s,15d45m23.3s,34,27,32,0,2,-30,5.45
729,24d11m27.4s,15d45m27.1s,31,24,29,0,2,-44,5.30
730,24d11m28.1s,15d46m55.7s,36,35,36,90,2,-177,2.87
731,24d11m28.5s,15d45m24.1s,29,26,28,0,2,-27,5.45
732,24d11m29.0s,15d45m23.0s,23,22,23,90,2,-18,5.50
733,24d11m29.2s,15d45m24.9s,27,23,26,0,2,-22,5.43
734,24d11m29.4s,15d45m24.2s,25,21,24,0,2,-20,5.47
735,24d11m29.8s,15d45m26.4s,38,37,38,0,2,-25,5.39
736,24d11m29.9s,15d46m54.0s,22,20,22,0,2,-165,2.96
737,24d11m29.9s,15d46m54.7s,32,32,32,0,2,-164,2.96
738,24d11m30.0s,15d45m25.0s,22,22,22,0,2,-16,5.45
739,24d11m30.5s,15d45m27.9s,22,22,22,0,2,-30,5.35
740,24d11m31.5s,15d45m25.1s,25,23,24,0,2,-8,5.48
741,24d11m32.1s,15d46m43.8s,72,70,72,0,2,-170,3.15
742,24d11m32.2s,15d46m20.6s,33,29,31,0,2,-174,3.60
743,24d11m32.3s,15d45m24.8s,23,23,23,90,2,2,5.51
744,24d11m33.0s,15d45m28.3s,39,36,38,0,2,-9,5.39
745,24d11m33.6s,15d45m40.7s,37,32,35,0,2,-59,4.94
746,24d11m34.3s,15d46m20.0s,48,38,45,90,2,-155,3.70
747,24d11m34.4s,15d45m29.4s,27,27,27,0,2,-7,5.39
748,24d11m34.4s,15d45m31.5s,33,31,32,0,2,-17,5.31
749,24d11m35.9s,15d45m30.3s,38,35,37,0,2,-4,5.39
750,24d11m35.9s,15d46m22.7s,34,31,33,0,2,-142,3.70
751,24d11m36.2s,15d46m21.9s,25,21,24,0,2,-138,3.73
752,24d11m37.0s,15d45m27.3s,25,23,24,0,2,22,5.54
753,24d11m37.1s,15d45m28.0s,21,15,19,0,2,18,5.52
754,24d11m37.8s,15d45m30.5s,44,37,42,0,2,11,5.44
755,24d11m41.7s,15d45m45.8s,39,33,37,0,2,-8,5
756,24d11m42.4s,15d45m51.3s,36,33,35,0,2,-10,4.84
757,24d11m42.9s,15d45m34.8s,25,24,25,90,2,31,5.43
758,24d11m43.3s,15d45m45.9s,36,31,34,0,2,5,5.05
759,24d11m43.4s,15d45m48.8s,27,25,26,0,2,5,4.96
760,24d11m44.5s,15d45m39.1s,28,24,27,0,2,30,5.32
761,24d11m44.7s,15d45m49.3s,92,82,89,0,2,13,4.98
762,24d11m44.9s,15d45m44.5s,21,20,21,0,2,19,5.15
763,24d11m45.7s,15d45m50.6s,38,36,37,0,2,19,4.97
764,24d11m45.9s,15d46m14.3s,51,48,50,0,2,-48,4.30
765,24d11m45.9s,15d45m44.3s,26,24,25,0,2,28,5.19
766,24d11m46.0s,15d46m7.1s,26,26,26,0,2,-32,4.49
767,24d11m46.2s,15d45m46.1s,39,34,38,0,2,30,5.14
768,24d11m46.4s,15d46m11.0s,39,32,37,0,2,-36,4.40
769,24d11m46.7s,15d45m42.1s,17,17,17,0,2,41,5.29
770,24d11m47.1s,15d46m11.7s,24,23,24,90,2,-30,4.41
771,24d11m47.6s,15d46m9.6s,68,59,65,0,2,-26,4.48
772,24d11m47.6s,15d45m44.0s,26,24,25,0,2,43,5.25
773,24d11m47.7s,15d45m47.2s,37,33,36,0,2,43,5.15
774,24d11m47.8s,15d46m10.7s,26,25,25,0,2,-24,4.46
775,24d11m48.1s,15d46m23.9s,30,28,29,90,2,-38,4.17
776,24d11m48.1s,15d46m7.9s,32,31,32,0,2,-15,4.55
777,24d11m48.7s,15d45m45.2s,19,18,19,0,2,52,5.25
778,24d11m48.9s,15d45m51.3s,47,42,45,0,2,40,5.06
779,24d11m49.0s,15d45m53.7s,34,34,34,0,2,31,4.99
780,24d11m49.3s,15d45m36.3s,27,20,25,0,2,78,5.57
781,24d11m49.4s,15d45m45.8s,26,23,25,0,2,58,5.26
782,24d11m49.7s,15d45m44.9s,24,23,23,0,2,60,5.30
783,24d11m50.3s,15d45m47.9s,31,28,30,0,2,62,5.22
784,24d11m50.3s,15d45m37.0s,22,22,22,0,2,82,5.58
785,24d11m50.7s,15d46m11.8s,16,12,15,0,2,-6,4.55
786,24d11m50.9s,15d46m6.4s,48,44,47,0,2,9,4.69
787,24d11m51.0s,15d46m11.4s,20,18,19,0,2,4,4.57
