fold,tag,n_train,n_val,n_excluded,epochs_run,best_epoch,val_dice_soft,train_dice_soft,best_threshold,val_dice_hard,pred_foreground,train_val_gap
0,stage02fold0,86,24,26,37,21,0.3899678885936737,0.769155740737915,0.3750000000000001,0.45642969012260437,0.2156970053911209,0.37918785214424133
1,stage02fold1,91,21,24,23,7,0.40341901779174805,0.47446104884147644,0.15000000000000002,0.4782513380050659,0.4882420003414154,0.0710420310497284
2,stage02fold2,86,24,26,26,10,0.3396254777908325,0.609407365322113,0.8000000000000003,0.39761096239089966,0.24375379085540771,0.2697818875312805
3,stage02fold3,91,21,24,30,14,0.4215465784072876,0.645923912525177,0.17500000000000004,0.4767889678478241,0.4063287377357483,0.2243773341178894
