epoch,dice_coef,iou_coef,learning_rate,loss,val_dice_coef,val_iou_coef,val_loss
0,0.265076607465744,0.155008003115654,9.999999747378752e-05,1.685349464416504,0.3357565402984619,0.20188064873218536,1.7021214962005615
1,0.2800937592983246,0.1653074473142624,9.999999747378752e-05,1.6133040189743042,0.33710530400276184,0.20285701751708984,1.7031968832015991
2,0.30383914709091187,0.18164533376693726,9.999999747378752e-05,1.5366376638412476,0.33864641189575195,0.20397710800170898,1.7008801698684692
3,0.3051069378852844,0.18250203132629395,9.999999747378752e-05,1.5310018062591553,0.3383394777774811,0.20375460386276245,1.699880838394165
4,0.30649685859680176,0.1834886521100998,9.999999747378752e-05,1.5287377834320068,0.3396589457988739,0.20471662282943726,1.698662519454956
5,0.30688491463661194,0.1837500035762787,9.999999747378752e-05,1.5269643068313599,0.33992257714271545,0.20490829646587372,1.6983524560928345
6,0.30723536014556885,0.18398933112621307,9.999999747378752e-05,1.5252842903137207,0.34030190110206604,0.20518605411052704,1.6973284482955933
7,0.3075830340385437,0.18423032760620117,9.999999747378752e-05,1.5251729488372803,0.3401869237422943,0.20510244369506836,1.6970033645629883
8,0.308241069316864,0.18470430374145508,9.999999747378752e-05,1.523200511932373,0.34038591384887695,0.2052479237318039,1.6963108777999878
9,0.3086791932582855,0.18499916791915894,9.999999747378752e-05,1.5221260786056519,0.3402309715747833,0.20513565838336945,1.6956853866577148
10,0.3088788688182831,0.18513788282871246,9.999999747378752e-05,1.5215814113616943,0.3401064872741699,0.20504604279994965,1.6945730447769165
11,0.3088671863079071,0.18509605526924133,9.999999747378752e-05,1.520845890045166,0.34070274233818054,0.20548129081726074,1.6932172775268555
12,0.3093505799770355,0.1854308694601059,9.999999747378752e-05,1.5196475982666016,0.34155353903770447,0.2061028927564621,1.6906664371490479
13,0.31089651584625244,0.1865152269601822,9.999999747378752e-05,1.5164564847946167,0.34110793471336365,0.20578043162822723,1.6886957883834839
14,0.3118056356906891,0.18714040517807007,9.999999747378752e-05,1.5131224393844604,0.34153541922569275,0.20609349012374878,1.6871531009674072
15,0.3119463622570038,0.1872231364250183,9.999999747378752e-05,1.5137242078781128,0.3410050570964813,0.20571047067642212,1.6851075887680054
16,0.3123566210269928,0.1874793916940689,9.999999747378752e-05,1.5119006633758545,0.3401690423488617,0.20510466396808624,1.6839452981948853
17,0.3146839439868927,0.18913723528385162,9.999999747378752e-05,1.5056798458099365,0.3403087556362152,0.2052111029624939,1.6820148229599
18,0.3153907358646393,0.18959251046180725,9.999999747378752e-05,1.5034217834472656,0.3416326344013214,0.20618821680545807,1.6721957921981812
19,0.3172418773174286,0.19088846445083618,9.999999747378752e-05,1.498264193534851,0.34206268191337585,0.20650534331798553,1.6710007190704346
20,0.31777647137641907,0.19124747812747955,9.999999747378752e-05,1.4963774681091309,0.34532687067985535,0.20890522003173828,1.661637783050537
21,0.31993719935417175,0.19275076687335968,9.999999747378752e-05,1.4915263652801514,0.34803304076194763,0.21090060472488403,1.6546343564987183
22,0.32136574387550354,0.19378972053527832,9.999999747378752e-05,1.4884618520736694,0.3484750986099243,0.21122966706752777,1.6529486179351807
23,0.3228786885738373,0.19487489759922028,9.999999747378752e-05,1.4854105710983276,0.3516199588775635,0.21355779469013214,1.6451045274734497
24,0.32451364398002625,0.1960144191980362,9.999999747378752e-05,1.4825118780136108,0.3525536358356476,0.21425241231918335,1.6422853469848633
25,0.32561686635017395,0.19683285057544708,9.999999747378752e-05,1.4792829751968384,0.3529670238494873,0.2145676165819168,1.6406278610229492
26,0.3263567388057709,0.19735747575759888,9.999999747378752e-05,1.4778952598571777,0.3532352149486542,0.21477536857128143,1.640151023864746
27,0.3271665573120117,0.19790412485599518,9.999999747378752e-05,1.4758543968200684,0.35656750202178955,0.21725614368915558,1.6323820352554321
28,0.3284428119659424,0.19885806739330292,9.999999747378752e-05,1.4736472368240356,0.3569727838039398,0.2175557166337967,1.6311923265457153
29,0.3293107748031616,0.19948233664035797,9.999999747378752e-05,1.4717720746994019,0.35839056968688965,0.21862347424030304,1.628103494644165
30,0.33064693212509155,0.2004529982805252,9.999999747378752e-05,1.4690649509429932,0.3597862422466278,0.2196647971868515,1.6240609884262085
31,0.33161401748657227,0.20114147663116455,9.999999747378752e-05,1.4671919345855713,0.3606089651584625,0.22028405964374542,1.6222018003463745
32,0.3325625956058502,0.20182687044143677,9.999999747378752e-05,1.465052843093872,0.36054447293281555,0.2202388197183609,1.6219195127487183
33,0.33317238092422485,0.2022818922996521,9.999999747378752e-05,1.4641578197479248,0.36111918091773987,0.2206723839044571,1.620530605316162
34,0.33344921469688416,0.2024960219860077,9.999999747378752e-05,1.4637320041656494,0.3626335561275482,0.2218046635389328,1.6172525882720947
35,0.33446362614631653,0.2031981647014618,9.999999747378752e-05,1.4619334936141968,0.36330100893974304,0.22230581939220428,1.6154392957687378
36,0.3350958526134491,0.20366767048835754,9.999999747378752e-05,1.4603264331817627,0.3636486232280731,0.22257018089294434,1.6145459413528442
37,0.3357692062854767,0.2041102647781372,9.999999747378752e-05,1.4585607051849365,0.3636588156223297,0.22258339822292328,1.6145820617675781
38,0.3359668254852295,0.20429089665412903,9.999999747378752e-05,1.4594141244888306,0.36428895592689514,0.2230517864227295,1.6130545139312744
39,0.3366120159626007,0.20477822422981262,9.999999747378752e-05,1.4574534893035889,0.3656705319881439,0.2240862250328064,1.6094964742660522
40,0.3373269736766815,0.2052874118089676,9.999999747378752e-05,1.4555399417877197,0.3666348457336426,0.22481520473957062,1.6076650619506836
41,0.3379875123500824,0.2057570368051529,9.999999747378752e-05,1.4540870189666748,0.3673805296421051,0.22538037598133087,1.6062952280044556
42,0.3385744094848633,0.20617978274822235,9.999999747378752e-05,1.4527086019515991,0.3682650029659271,0.22604717314243317,1.6042345762252808
43,0.3391072750091553,0.20656172931194305,9.999999747378752e-05,1.4515348672866821,0.36889663338661194,0.22652365267276764,1.6026434898376465
44,0.3395337164402008,0.20687252283096313,9.999999747378752e-05,1.4507516622543335,0.3686612546443939,0.2263496369123459,1.6030921936035156
45,0.3399595618247986,0.2071867138147354,9.999999747378752e-05,1.4498867988586426,0.3688133656978607,0.22646649181842804,1.6027183532714844
46,0.3403165340423584,0.20744840800762177,9.999999747378752e-05,1.4491078853607178,0.36914578080177307,0.22671787440776825,1.60183584690094
47,0.34068596363067627,0.20772027969360352,9.999999747378752e-05,1.4483073949813843,0.36979255080223083,0.22720588743686676,1.600123405456543
48,0.3410900831222534,0.208014577627182,9.999999747378752e-05,1.4475375413894653,0.37045618891716003,0.22770603001117706,1.5983537435531616
