fold,tag,n_train,n_val,n_excluded,epochs_run,best_epoch,val_dice_soft,train_dice_soft,best_threshold,val_dice_hard,pred_foreground,train_val_gap
0,stage05fold0,86,24,26,30,14,0.40993908047676086,0.6689937710762024,0.6000000000000002,0.4471190571784973,0.3135643005371094,0.25905469059944153
1,stage05fold1,91,21,24,23,7,0.4674787223339081,0.4726833403110504,0.2750000000000001,0.5424163341522217,0.4645872712135315,0.005204617977142334
2,stage05fold2,86,24,26,33,17,0.342901349067688,0.7028214931488037,0.3750000000000001,0.402100533246994,0.22427940368652344,0.3599201440811157
3,stage05fold3,91,21,24,31,15,0.46323367953300476,0.6336826086044312,0.4500000000000001,0.5015278458595276,0.4213235080242157,0.1704489290714264
