GLOBAL_ID,ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,CATALOGUE,SIZE_CLASS
921,921,24d10m22.3s,15d47m25.1s,21,19,20,90,A,small
922,922,24d10m22.3s,15d48m7.7s,45,42,44,90,A,giants
923,923,24d10m22.3s,15d48m14.0s,40,40,40,0,A,large
924,924,24d10m22.4s,15d46m16.3s,30,30,30,0,A,large
925,925,24d10m22.5s,15d47m12.4s,26,26,26,0,A,medium
926,926,24d10m22.7s,15d47m26.1s,18,17,18,90,A,small
927,927,24d10m22.7s,15d46m56.6s,20,20,20,0,A,small
928,928,24d10m23.0s,15d48m36.5s,34,34,34,0,A,large
930,930,24d10m23.1s,15d48m4.5s,28,28,28,0,A,medium
931,931,24d10m23.3s,15d47m29.9s,119,92,110,85,A,giants
932,932,24d10m23.4s,15d46m56.9s,24,24,24,0,A,medium
933,933,24d10m23.4s,15d47m5.2s,37,37,37,0,A,large
934,934,24d10m23.5s,15d47m12.1s,34,34,34,0,A,large
935,935,24d10m23.6s,15d47m28.0s,20,19,20,0,A,small
936,936,24d10m23.7s,15d48m12.3s,21,21,21,0,A,small
937,937,24d10m23.7s,15d48m7.8s,26,22,25,90,A,medium
938,938,24d10m23.9s,15d46m37.3s,43,43,43,0,A,giants
940,940,24d10m24.1s,15d46m27.3s,31,22,28,0,A,medium
942,942,24d10m24.6s,15d48m11.9s,21,20,21,90,A,small
943,943,24d10m24.6s,15d47m22.5s,28,28,28,0,A,medium
944,944,24d10m24.6s,15d48m8.1s,23,22,23,0,A,small
945,945,24d10m24.7s,15d46m37.8s,27,27,27,0,A,medium
946,946,24d10m25.1s,15d48m37.3s,49,41,46,0,A,giants
947,947,24d10m25.6s,15d47m24.6s,25,18,23,0,A,small
948,948,24d10m25.7s,15d48m10.9s,42,40,41,90,A,giants
949,949,24d10m26.3s,15d47m0.5s,241,183,222,0,A,edgeLarge
950,950,24d10m26.5s,15d47m13.0s,33,33,33,0,A,large
951,951,24d10m26.6s,15d46m39.5s,24,24,24,0,A,medium
952,952,24d10m26.7s,15d46m30.9s,65,53,61,0,A,giants
953,953,24d10m26.7s,15d47m24.7s,26,26,26,0,A,medium
954,954,24d10m26.7s,15d48m12.3s,49,36,44,90,A,giants
955,955,24d10m26.9s,15d47m37.6s,34,34,34,0,A,large
956,956,24d10m27.0s,15d47m26.0s,54,47,51,0,A,giants
958,958,24d10m27.1s,15d48m8.2s,103,64,90,-60,A,giants
959,959,24d10m27.1s,15d46m0.2s,33,33,33,0,A,large
960,960,24d10m27.4s,15d47m23.4s,13,9,12,0,A,tiny
961,961,24d10m27.4s,15d47m21.0s,18,18,18,0,A,small
963,963,24d10m27.5s,15d47m28.1s,35,35,35,0,A,large
964,964,24d10m27.6s,15d48m6.6s,22,22,22,0,A,small
966,966,24d10m27.7s,15d46m43.1s,13,12,13,0,A,tiny
967,967,24d10m27.8s,15d45m51.0s,68,68,68,0,A,giants
968,968,24d10m28.0s,15d47m7.7s,26,26,26,0,A,medium
969,969,24d10m28.0s,15d47m20.4s,28,23,26,0,A,medium
970,970,24d10m28.1s,15d47m59.9s,28,23,26,0,A,medium
971,971,24d10m28.2s,15d46m36.9s,44,44,44,0,A,giants
972,972,24d10m28.2s,15d46m35.6s,40,40,40,0,A,large
973,973,24d10m28.3s,15d48m8.8s,18,17,17,0,A,tiny
974,974,24d10m28.4s,15d48m13.6s,23,22,23,90,A,small
975,975,24d10m28.4s,15d47m24.6s,43,29,38,0,A,large
976,976,24d10m28.6s,15d47m31.9s,13,13,13,0,A,tiny
977,977,24d10m28.6s,15d45m55.5s,51,51,51,0,A,giants
978,978,24d10m28.8s,15d46m41.2s,42,42,42,0,A,giants
979,979,24d10m28.9s,15d47m31.0s,24,19,23,90,A,small
980,980,24d10m28.9s,15d48m23.4s,39,39,39,0,A,large
981,981,24d10m28.9s,15d47m30.2s,15,15,15,0,A,tiny
982,982,24d10m29.0s,15d48m10.3s,35,25,31,90,A,large
984,984,24d10m29.1s,15d47m22.5s,26,25,25,0,A,medium
986,986,24d10m29.2s,15d47m21.0s,32,27,30,0,A,large
987,987,24d10m29.3s,15d47m19.2s,29,21,26,0,A,medium
988,988,24d10m29.3s,15d46m50.4s,40,40,40,0,A,large
989,989,24d10m29.3s,15d48m25.1s,30,30,30,0,A,large
990,990,24d10m29.3s,15d48m22.1s,75,65,71,0,A,giants
991,991,24d10m29.4s,15d48m12.8s,34,30,33,0,A,large
993,993,24d10m29.5s,15d47m25.7s,17,17,17,90,A,tiny
994,994,24d10m29.5s,15d48m12.2s,85,59,76,-30,A,giants
995,995,24d10m29.8s,15d46m42.0s,21,20,21,0,A,small
996,996,24d10m29.9s,15d46m36.2s,37,37,37,0,A,large
997,997,24d10m29.9s,15d47m9.7s,23,23,23,0,A,small
998,998,24d10m29.9s,15d45m58.1s,155,133,148,-30,A,edgeLarge
999,999,24d10m30.0s,15d47m26.0s,12,11,12,90,A,tiny
1000,1000,24d10m30.0s,15d48m20.7s,27,27,27,0,A,medium
1001,1001,24d10m30.1s,15d46m37.7s,26,26,26,0,A,medium
1002,1002,24d10m30.2s,15d46m44.4s,12,11,12,0,A,tiny
1003,1003,24d10m30.2s,15d47m17.8s,64,63,64,0,A,giants
1004,1004,24d10m30.2s,15d48m14.1s,27,27,27,0,A,medium
1005,1005,24d10m30.3s,15d48m16.6s,45,45,45,0,A,giants
1006,1006,24d10m30.3s,15d46m42.6s,20,19,20,0,A,small
1007,1007,24d10m30.4s,15d48m36.9s,84,66,78,20,A,giants
1008,1008,24d10m30.4s,15d47m1.5s,68,43,59,0,A,giants
1009,1009,24d10m30.4s,15d47m21.6s,50,37,46,0,A,giants
1010,1010,24d10m30.5s,15d47m29.6s,11,11,11,90,A,tiny
1011,1011,24d10m30.5s,15d45m51.0s,39,39,39,0,A,large
1012,1012,24d10m30.5s,15d48m12.9s,21,20,21,90,A,small
1013,1013,24d10m30.6s,15d48m19.0s,48,48,48,0,A,giants
1015,1015,24d10m30.6s,15d48m23.0s,22,22,22,0,A,small
1016,1016,24d10m30.8s,15d47m24.7s,19,18,19,90,A,small
1017,1017,24d10m30.8s,15d48m42.0s,43,27,38,0,A,large
1018,1018,24d10m30.9s,15d47m30.1s,35,27,32,0,A,large
1019,1019,24d10m31.0s,15d48m42.5s,12,12,12,90,A,tiny
1020,1020,24d10m31.0s,15d48m39.4s,32,32,32,0,A,large
1022,1022,24d10m31.0s,15d47m31.3s,14,12,13,0,A,tiny
1023,1023,24d10m31.0s,15d47m26.1s,49,28,42,20,A,giants
1024,1024,24d10m31.2s,15d47m40.2s,68,68,68,0,A,giants
1025,1025,24d10m31.3s,15d46m37.0s,44,43,44,0,A,giants
1026,1026,24d10m31.4s,15d46m17.3s,21,21,21,0,A,small
1027,1027,24d10m31.4s,15d46m39.9s,18,18,18,0,A,small
1028,1028,24d10m31.5s,15d46m40.6s,18,17,18,0,A,small
1029,1029,24d10m31.6s,15d46m41.6s,17,16,17,0,A,tiny
1030,1030,24d10m31.6s,15d48m12.5s,12,12,12,0,A,tiny
1031,1031,24d10m31.6s,15d47m26.6s,14,14,14,90,A,tiny
1032,1032,24d10m31.7s,15d48m13.6s,33,25,30,-60,A,large
1033,1033,24d10m31.8s,15d46m42.6s,12,12,12,0,A,tiny
1034,1034,24d10m31.8s,15d46m38.7s,23,22,22,90,A,small
1035,1035,24d10m31.9s,15d46m39.6s,14,14,14,0,A,tiny
1036,1036,24d10m31.9s,15d46m42.0s,15,15,15,0,A,tiny
1037,1037,24d10m31.9s,15d47m30.8s,41,33,38,10,A,large
1038,1038,24d10m31.9s,15d47m5.2s,24,23,24,0,A,medium
1040,1040,24d10m32.0s,15d46m40.0s,8,7,8,0,A,tiny
1041,1041,24d10m32.0s,15d45m47.9s,22,22,22,0,A,small
1042,1042,24d10m32.1s,15d48m24.9s,104,87,98,-60,A,giants
1043,1043,24d10m32.2s,15d46m41.5s,11,11,11,0,A,tiny
1044,1044,24d10m32.2s,15d47m27.6s,58,43,53,-80,A,giants
1045,1045,24d10m32.2s,15d45m35.2s,31,31,31,0,A,large
1046,1046,24d10m32.3s,15d48m16.5s,39,39,39,0,A,large
1047,1047,24d10m32.3s,15d48m14.7s,22,22,22,0,A,small
1048,1048,24d10m32.3s,15d46m46.7s,15,14,15,0,A,tiny
1049,1049,24d10m32.4s,15d47m25.0s,14,14,14,90,A,tiny
1050,1050,24d10m32.5s,15d48m37.9s,37,37,37,0,A,large
1051,1051,24d10m32.5s,15d46m47.4s,16,15,16,0,A,tiny
1052,1052,24d10m32.5s,15d46m40.3s,21,20,21,0,A,small
1053,1053,24d10m32.6s,15d46m39.6s,13,12,13,0,A,tiny
1054,1054,24d10m32.6s,15d47m21.4s,46,46,46,0,A,giants
1055,1055,24d10m32.6s,15d47m29.0s,7,7,7,0,A,tiny
1056,1056,24d10m32.7s,15d48m21.3s,24,24,24,0,A,medium
1057,1057,24d10m32.7s,15d47m29.8s,16,16,16,90,A,tiny
1058,1058,24d10m32.8s,15d48m35.5s,25,25,25,0,A,medium
1059,1059,24d10m32.9s,15d47m5.9s,33,24,30,0,A,large
1060,1060,24d10m32.9s,15d48m13.8s,24,24,24,0,A,medium
1061,1061,24d10m32.9s,15d47m40.9s,38,38,38,0,A,large
1062,1062,24d10m32.9s,15d48m13.2s,26,26,26,0,A,medium
1063,1063,24d10m33.0s,15d47m24.4s,28,20,25,20,A,medium
1064,1064,24d10m33.0s,15d47m28.8s,9,9,9,0,A,tiny
1065,1065,24d10m33.1s,15d46m55.4s,45,45,45,0,A,giants
1066,1066,24d10m33.1s,15d48m14.6s,17,17,17,0,A,tiny
1067,1067,24d10m33.3s,15d48m19.5s,45,45,45,0,A,giants
1068,1068,24d10m33.4s,15d46m46.6s,16,15,16,0,A,tiny
1069,1069,24d10m33.4s,15d47m28.5s,16,13,15,0,A,tiny
1071,1071,24d10m33.4s,15d47m8.6s,29,16,25,0,A,medium
1072,1072,24d10m33.5s,15d46m47.2s,20,13,18,0,A,small
1073,1073,24d10m33.5s,15d46m54.1s,30,30,30,0,A,large
1074,1074,24d10m33.5s,15d45m43.6s,23,23,23,0,A,small
1075,1075,24d10m33.5s,15d47m56.4s,30,30,30,0,A,large
1076,1076,24d10m33.6s,15d46m1.9s,40,40,40,0,A,large
1077,1077,24d10m33.7s,15d47m29.6s,11,7,10,0,A,tiny
1078,1078,24d10m33.8s,15d48m9.8s,242,178,221,-30,A,edgeLarge
1079,1079,24d10m33.8s,15d46m43.0s,29,24,28,0,A,medium
1080,1080,24d10m33.8s,15d47m58.1s,24,22,24,90,A,medium
1081,1081,24d10m33.9s,15d47m31.4s,15,14,14,90,A,tiny
1082,1082,24d10m33.9s,15d46m3.7s,61,61,61,0,A,giants
1085,1085,24d10m34.3s,15d47m41.5s,37,37,37,0,A,large
1086,1086,24d10m34.3s,15d45m48.3s,123,91,112,0,A,edgeLarge
1087,1087,24d10m34.4s,15d47m24.6s,15,14,15,90,A,tiny
1088,1088,24d10m34.4s,15d48m42.3s,34,34,34,0,A,large
1089,1089,24d10m34.5s,15d47m7.9s,23,23,23,0,A,small
1090,1090,24d10m34.5s,15d46m46.8s,20,17,19,0,A,small
1091,1091,24d10m34.5s,15d47m19.1s,58,57,57,0,A,giants
1092,1092,24d10m34.5s,15d46m46.0s,28,16,24,0,A,medium
1093,1093,24d10m34.5s,15d46m56.2s,22,22,22,0,A,small
1094,1094,24d10m34.6s,15d46m43.6s,30,26,29,0,A,medium
1095,1095,24d10m34.6s,15d47m27.2s,69,69,69,0,A,giants
1096,1096,24d10m34.7s,15d46m48.5s,27,27,27,0,A,medium
1098,1098,24d10m34.9s,15d47m30.7s,30,29,30,90,A,large
1099,1099,24d10m35.0s,15d46m5.1s,40,40,40,0,A,large
1100,1100,24d10m35.1s,15d48m13.5s,22,21,22,90,A,small
1101,1101,24d10m35.1s,15d47m56.0s,33,19,28,0,A,medium
1102,1102,24d10m35.1s,15d46m22.4s,79,79,79,0,A,giants
1103,1103,24d10m35.2s,15d45m9.6s,36,36,36,0,A,large
1104,1104,24d10m35.2s,15d47m25.5s,20,18,19,90,A,small
1106,1106,24d10m35.2s,15d46m44.5s,32,27,30,0,A,large
1107,1107,24d10m35.2s,15d46m20.8s,40,40,40,0,A,large
1108,1108,24d10m35.4s,15d47m29.8s,18,12,16,-40,A,tiny
1111,1111,24d10m35.7s,15d47m31.4s,19,19,19,90,A,small
1113,1113,24d10m35.8s,15d46m29.0s,32,22,29,-65,A,medium
1114,1114,24d10m35.8s,15d46m48.4s,19,13,17,0,A,tiny
1115,1115,24d10m35.8s,15d47m0.1s,27,27,27,0,A,medium
1116,1116,24d10m35.8s,15d46m46.1s,39,33,37,0,A,large
1117,1117,24d10m35.8s,15d47m58.9s,158,126,147,-30,A,edgeLarge
1118,1118,24d10m35.8s,15d46m47.7s,23,19,21,0,A,small
1120,1120,24d10m35.9s,15d46m38.2s,17,16,17,90,A,tiny
1121,1121,24d10m35.9s,15d46m0.3s,27,27,27,0,A,medium
1122,1122,24d10m36.1s,15d47m28.7s,27,27,27,0,A,medium
1123,1123,24d10m36.1s,15d46m38.8s,24,23,23,90,A,small
1124,1124,24d10m36.1s,15d46m3.4s,33,33,33,0,A,large
1126,1126,24d10m36.2s,15d45m52.7s,296,251,281,-50,A,edgeLarge
1127,1127,24d10m36.2s,15d47m30.5s,23,23,23,0,A,small
1129,1129,24d10m36.2s,15d47m5.2s,67,67,67,0,A,giants
1130,1130,24d10m36.2s,15d46m30.0s,21,21,21,0,A,small
1132,1132,24d10m36.5s,15d46m40.1s,36,29,33,0,A,large
1134,1134,24d10m36.5s,15d46m42.6s,64,52,60,0,A,giants
1136,1136,24d10m36.6s,15d46m37.9s,24,19,22,70,A,small
1138,1138,24d10m36.7s,15d45m7.6s,47,47,47,0,A,giants
1139,1139,24d10m36.7s,15d46m28.5s,24,24,24,90,A,medium
1140,1140,24d10m36.9s,15d45m9.3s,42,42,42,0,A,giants
1142,1142,24d10m36.9s,15d46m9.2s,31,31,31,0,A,large
1143,1143,24d10m37.0s,15d46m32.5s,55,48,53,0,A,giants
1144,1144,24d10m37.0s,15d46m40.8s,21,20,21,90,A,small
1146,1146,24d10m37.3s,15d46m49.0s,57,57,57,0,A,giants
1148,1148,24d10m37.4s,15d46m43.4s,22,16,20,0,A,small
1149,1149,24d10m37.5s,15d46m28.2s,6,6,6,90,A,tiny
1150,1150,24d10m37.5s,15d47m31.5s,28,28,28,0,A,medium
1152,1152,24d10m37.6s,15d46m27.3s,39,39,39,0,A,large
1153,1153,24d10m37.7s,15d48m13.7s,34,25,31,40,A,large
1154,1154,24d10m37.7s,15d46m28.3s,20,20,20,0,A,small
1155,1155,24d10m37.9s,15d46m44.1s,26,26,26,0,A,medium
1156,1156,24d10m38.0s,15d47m30.8s,34,34,34,0,A,large
1157,1157,24d10m38.1s,15d46m57.9s,30,21,27,90,A,medium
1158,1158,24d10m38.2s,15d46m41.0s,14,13,14,0,A,tiny
1161,1161,24d10m38.4s,15d47m26.4s,30,30,30,0,A,large
1162,1162,24d10m38.6s,15d48m16.2s,12,12,12,0,A,tiny
1163,1163,24d10m38.6s,15d48m12.9s,12,12,12,0,A,tiny
1164,1164,24d10m38.6s,15d46m45.6s,33,33,33,0,A,large
1165,1165,24d10m38.7s,15d46m47.9s,39,39,39,0,A,large
1167,1167,24d10m38.7s,15d47m21.5s,37,37,37,0,A,large
1168,1168,24d10m38.7s,15d46m43.2s,68,68,68,0,A,giants
1169,1169,24d10m38.8s,15d46m51.2s,13,12,13,0,A,tiny
1170,1170,24d10m38.8s,15d46m45.1s,33,33,33,0,A,large
1171,1171,24d10m38.8s,15d47m15.2s,26,25,26,0,A,medium
1172,1172,24d10m38.9s,15d46m44.6s,30,30,30,0,A,large
1173,1173,24d10m38.9s,15d46m54.8s,35,35,35,0,A,large
1174,1174,24d10m38.9s,15d48m30.7s,13,11,12,-70,A,tiny
1175,1175,24d10m38.9s,15d46m27.3s,10,10,10,90,A,tiny
1176,1176,24d10m38.9s,15d46m28.1s,14,14,14,0,A,tiny
1178,1178,24d10m39.0s,15d47m28.2s,28,28,28,0,A,medium
1179,1179,24d10m39.0s,15d47m31.0s,36,36,36,0,A,large
1180,1180,24d10m39.1s,15d46m56.2s,18,14,16,90,A,tiny
1181,1181,24d10m39.3s,15d47m22.5s,21,18,20,90,A,small
1182,1182,24d10m39.3s,15d48m12.3s,35,33,34,0,A,large
1183,1183,24d10m39.4s,15d46m42.5s,18,13,16,-70,A,tiny
1185,1185,24d10m39.6s,15d46m3.7s,20,15,18,0,A,small
1186,1186,24d10m39.6s,15d46m46.3s,13,12,13,90,A,tiny
1187,1187,24d10m39.6s,15d47m25.4s,15,14,15,0,A,tiny
1188,1188,24d10m39.7s,15d46m45.4s,35,15,29,0,A,medium
1190,1190,24d10m39.8s,15d48m14.3s,13,11,12,90,A,tiny
1191,1191,24d10m39.8s,15d47m30.5s,18,18,18,90,A,small
1192,1192,24d10m39.9s,15d47m22.1s,15,11,13,0,A,tiny
1194,1194,24d10m40.3s,15d47m26.2s,42,40,42,0,A,giants
1195,1195,24d10m40.3s,15d46m58.6s,29,29,29,0,A,medium
1196,1196,24d10m40.4s,15d45m38.9s,29,29,29,0,A,medium
1197,1197,24d10m40.5s,15d47m10.5s,30,30,30,0,A,large
1198,1198,24d10m40.5s,15d46m44.4s,29,29,29,0,A,medium
1199,1199,24d10m40.5s,15d45m59.4s,32,32,32,0,A,large
1201,1201,24d10m40.6s,15d47m25.1s,66,58,63,0,A,giants
1203,1203,24d10m40.7s,15d46m46.9s,31,31,31,0,A,large
1204,1204,24d10m40.7s,15d45m40.4s,13,12,12,0,A,tiny
1205,1205,24d10m40.7s,15d47m31.1s,21,21,21,0,A,small
1206,1206,24d10m40.8s,15d45m6.2s,69,69,69,0,A,giants
1210,1210,24d10m41.0s,15d47m23.7s,15,14,15,0,A,tiny
1212,1212,24d10m41.1s,15d47m30.3s,30,30,30,0,A,large
1214,1214,24d10m41.3s,15d48m13.2s,26,20,24,50,A,medium
1215,1215,24d10m41.3s,15d46m35.8s,15,14,15,90,A,tiny
1216,1216,24d10m41.5s,15d47m29.3s,27,21,25,0,A,medium
1217,1217,24d10m41.6s,15d47m0.3s,25,15,22,40,A,small
1218,1218,24d10m41.6s,15d46m37.5s,55,54,54,0,A,giants
1219,1219,24d10m41.6s,15d46m54.7s,23,22,22,0,A,small
1220,1220,24d10m41.9s,15d46m52.2s,18,18,18,0,A,small
1221,1221,24d10m42.1s,15d47m26.0s,55,36,49,0,A,giants
1223,1223,24d10m42.2s,15d46m41.4s,38,37,38,0,A,large
1224,1224,24d10m42.2s,15d46m36.6s,13,13,13,0,A,tiny
1225,1225,24d10m42.2s,15d47m45.1s,26,14,22,0,A,small
1226,1226,24d10m42.3s,15d46m55.0s,15,14,14,90,A,tiny
1227,1227,24d10m42.3s,15d46m25.2s,23,19,22,90,A,small
1229,1229,24d10m42.5s,15d46m53.3s,35,35,35,0,A,large
1231,1231,24d10m42.6s,15d46m26.1s,64,59,62,50,A,giants
1232,1232,24d10m42.6s,15d46m38.6s,20,20,20,0,A,small
1233,1233,24d10m42.6s,15d47m45.4s,19,19,19,0,A,small
1234,1234,24d10m42.7s,15d47m32.7s,32,27,31,60,A,large
1235,1235,24d10m42.7s,15d46m3.4s,14,13,14,90,A,tiny
1236,1236,24d10m42.8s,15d46m25.3s,11,11,11,0,A,tiny
1239,1239,24d10m43.0s,15d45m44.9s,19,17,18,0,A,small
1240,1240,24d10m43.0s,15d46m58.7s,25,21,24,0,A,medium
1241,1241,24d10m43.0s,15d47m3.1s,10,9,10,90,A,tiny
1244,1244,24d10m43.3s,15d48m31.2s,30,23,28,0,A,medium
1245,1245,24d10m43.4s,15d46m54.6s,16,15,16,90,A,tiny
1247,1247,24d10m43.5s,15d46m59.1s,27,25,26,90,A,medium
1248,1248,24d10m43.6s,15d46m37.0s,23,23,23,0,A,small
1249,1249,24d10m43.6s,15d46m56.0s,56,56,56,0,A,giants
1250,1250,24d10m43.8s,15d45m40.9s,23,23,23,0,A,small
1251,1251,24d10m43.8s,15d46m5.9s,35,35,35,0,A,large
1252,1252,24d10m43.9s,15d47m25.0s,33,33,33,0,A,large
1253,1253,24d10m43.9s,15d47m16.5s,11,11,11,0,A,tiny
1254,1254,24d10m43.9s,15d47m32.2s,32,21,29,40,A,medium
1255,1255,24d10m44.0s,15d47m22.5s,31,20,27,0,A,medium
1256,1256,24d10m44.1s,15d46m55.2s,31,28,30,0,A,large
1257,1257,24d10m44.2s,15d47m0.1s,14,13,13,90,A,tiny
1258,1258,24d10m44.2s,15d47m23.1s,14,14,14,0,A,tiny
1259,1259,24d10m44.3s,15d47m43.6s,66,44,58,70,A,giants
1260,1260,24d10m44.4s,15d48m30.1s,48,30,42,-70,A,giants
1261,1261,24d10m44.4s,15d47m26.7s,75,75,75,0,A,giants
1265,1265,24d10m44.5s,15d46m57.7s,46,30,41,-60,A,giants
1266,1266,24d10m44.7s,15d48m9.1s,33,33,33,0,A,large
1267,1267,24d10m44.8s,15d48m6.6s,26,26,26,0,A,medium
1268,1268,24d10m44.8s,15d46m27.0s,17,17,17,0,A,tiny
1269,1269,24d10m45.0s,15d47m16.3s,82,82,82,0,A,giants
1271,1271,24d10m45.1s,15d46m57.7s,90,46,75,40,A,giants
1272,1272,24d10m45.2s,15d46m46.5s,14,14,14,0,A,tiny
1273,1273,24d10m45.2s,15d46m57.1s,14,14,14,0,A,tiny
1274,1274,24d10m45.2s,15d47m28.2s,21,15,19,5,A,small
1275,1275,24d10m45.3s,15d47m27.7s,45,45,45,0,A,giants
1277,1277,24d10m45.3s,15d46m37.6s,33,33,33,0,A,large
1278,1278,24d10m45.3s,15d48m36.2s,45,44,45,0,A,giants
1279,1279,24d10m45.5s,15d46m41.4s,10,9,10,0,A,tiny
1280,1280,24d10m45.5s,15d46m57.4s,21,16,19,-40,A,small
1281,1281,24d10m45.6s,15d46m42.8s,13,12,13,90,A,tiny
1283,1283,24d10m45.6s,15d46m42.1s,38,28,34,50,A,large
1284,1284,24d10m45.6s,15d47m22.9s,30,30,30,0,A,large
1285,1285,24d10m45.7s,15d48m49.0s,37,37,37,0,A,large
1286,1286,24d10m45.7s,15d46m48.5s,13,13,13,0,A,tiny
1287,1287,24d10m45.7s,15d46m56.9s,54,54,54,0,A,giants
1288,1288,24d10m46.1s,15d47m43.8s,35,35,35,0,A,large
1289,1289,24d10m46.2s,15d45m13.3s,62,50,58,90,A,giants
1290,1290,24d10m46.2s,15d47m26.7s,81,81,81,0,A,giants
1291,1291,24d10m46.3s,15d46m3.0s,17,13,16,0,A,tiny
1292,1292,24d10m46.3s,15d47m22.1s,28,28,28,0,A,medium
1294,1294,24d10m46.5s,15d46m39.9s,27,27,27,0,A,medium
1295,1295,24d10m46.5s,15d45m18.3s,16,11,14,90,A,tiny
1296,1296,24d10m46.6s,15d46m42.9s,19,19,19,0,A,small
1298,1298,24d10m46.9s,15d47m28.9s,25,25,25,0,A,medium
1299,1299,24d10m47.0s,15d45m14.3s,16,15,16,90,A,tiny
1302,1302,24d10m47.5s,15d47m30.4s,27,18,24,-40,A,medium
1303,1303,24d10m47.5s,15d46m41.6s,20,19,20,0,A,small
1304,1304,24d10m47.6s,15d47m27.8s,14,13,14,0,A,tiny
1306,1306,24d10m47.7s,15d48m5.1s,20,20,20,0,A,small
1309,1309,24d10m48.0s,15d46m32.4s,27,27,27,0,A,medium
1311,1311,24d10m48.3s,15d47m25.0s,46,46,46,0,A,giants
1314,1314,24d10m48.9s,15d45m54.7s,23,22,23,90,A,small
1315,1315,24d10m49.0s,15d47m20.0s,18,14,17,0,A,tiny
1316,1316,24d10m49.2s,15d47m29.5s,18,18,18,0,A,small
1318,1318,24d10m49.2s,15d46m56.2s,17,17,17,0,A,tiny
1319,1319,24d10m49.2s,15d47m5.4s,27,27,27,0,A,medium
1320,1320,24d10m49.3s,15d47m45.5s,56,29,47,60,A,giants
1321,1321,24d10m49.7s,15d46m4.4s,52,52,52,0,A,giants
1322,1322,24d10m49.7s,15d48m18.7s,31,31,31,0,A,large
1323,1323,24d10m49.8s,15d47m4.8s,42,39,41,90,A,giants
1324,1324,24d10m49.8s,15d47m25.0s,22,22,22,0,A,small
1325,1325,24d10m49.8s,15d47m20.1s,42,42,42,0,A,giants
1326,1326,24d10m49.9s,15d47m23.2s,11,11,11,0,A,tiny
1327,1327,24d10m50.0s,15d47m19.7s,71,49,63,90,A,giants
1328,1328,24d10m50.1s,15d46m40.1s,54,54,54,0,A,giants
1329,1329,24d10m50.4s,15d46m13.0s,13,13,13,0,A,tiny
1330,1330,24d10m50.5s,15d46m55.7s,40,40,40,0,A,large
1331,1331,24d10m51.0s,15d48m47.3s,28,28,28,0,A,medium
1333,1333,24d10m51.1s,15d45m56.3s,26,23,25,90,A,medium
1335,1335,24d10m51.4s,15d46m36.0s,15,15,15,0,A,tiny
1336,1336,24d10m51.4s,15d46m34.9s,18,18,18,0,A,small
1339,1339,24d10m52.2s,15d46m35.5s,24,23,24,90,A,medium
1340,1340,24d10m52.3s,15d46m41.2s,22,22,22,0,A,small
1341,1341,24d10m52.4s,15d47m10.2s,41,39,40,90,A,large
1342,1342,24d10m52.5s,15d46m36.9s,19,19,19,0,A,small
1343,1343,24d10m52.5s,15d47m26.0s,19,19,19,0,A,small
1344,1344,24d10m52.6s,15d47m9.5s,21,21,21,0,A,small
1345,1345,24d10m52.6s,15d48m10.7s,18,17,18,90,A,small
1347,1347,24d10m53.2s,15d46m7.5s,22,22,22,0,A,small
1349,1349,24d10m53.7s,15d46m19.4s,42,42,42,0,A,giants
1350,1350,24d10m53.8s,15d48m26.0s,28,28,28,0,A,medium
1351,1351,24d10m54.0s,15d48m16.2s,25,25,25,0,A,medium
1352,1352,24d10m54.0s,15d48m29.5s,10,10,10,90,A,tiny
1353,1353,24d10m54.3s,15d47m26.7s,20,20,20,0,A,small
1358,1358,24d10m54.6s,15d46m38.4s,167,114,149,0,A,edgeLarge
1360,1360,24d10m54.6s,15d47m26.6s,32,32,32,0,A,large
1361,1361,24d10m55.1s,15d47m57.0s,39,39,39,0,A,large
1362,1362,24d10m55.2s,15d48m26.0s,18,16,17,-50,A,tiny
1363,1363,24d10m55.2s,15d47m27.8s,22,22,22,0,A,small
1364,1364,24d10m55.5s,15d47m9.1s,28,28,28,0,A,medium
1365,1365,24d10m55.7s,15d47m36.2s,21,21,21,0,A,small
1366,1366,24d10m55.8s,15d46m5.2s,53,52,53,90,A,giants
1367,1367,24d10m55.8s,15d48m22.1s,32,32,32,0,A,large
1368,1368,24d10m56.0s,15d48m13.0s,26,26,26,0,A,medium
1369,1369,24d10m56.3s,15d48m9.8s,25,25,25,0,A,medium
1370,1370,24d10m56.6s,15d47m9.3s,36,36,36,0,A,large
1372,1372,24d10m56.9s,15d47m6.7s,38,38,38,0,A,large
1373,1373,24d10m56.9s,15d48m1.4s,29,25,28,-70,A,medium
1374,1374,24d10m56.9s,15d47m26.5s,33,33,33,0,A,large
1375,1375,24d10m57.0s,15d46m24.7s,12,12,12,0,A,tiny
1376,1376,24d10m57.1s,15d45m31.4s,34,34,34,0,A,large
1377,1377,24d10m57.1s,15d46m23.2s,41,35,39,0,A,large
1378,1378,24d10m57.2s,15d47m5.5s,22,21,22,0,A,small
1380,1380,24d10m57.3s,15d48m11.1s,25,25,25,0,A,medium
1381,1381,24d10m57.3s,15d48m11.8s,29,29,29,0,A,medium
1382,1382,24d10m57.6s,15d47m22.0s,17,17,17,0,A,tiny
1383,1383,24d10m57.7s,15d46m41.7s,21,18,20,0,A,small
