GLOBAL_ID,ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,CATALOGUE,SIZE_CLASS
469,469,24d09m51.9s,15d46m10.1s,35,28,32,-90,A,large
470,470,24d09m51.9s,15d46m39.3s,22,22,22,0,A,small
471,471,24d09m52.0s,15d47m48.1s,19,19,19,0,A,small
472,472,24d09m52.0s,15d46m40.1s,24,22,23,0,A,small
473,473,24d09m52.0s,15d47m47.0s,38,32,36,50,A,large
475,475,24d09m52.1s,15d46m2.3s,28,28,28,0,A,medium
476,476,24d09m52.1s,15d46m50.3s,36,36,36,0,A,large
477,477,24d09m52.2s,15d47m55.8s,47,47,47,0,A,giants
478,478,24d09m52.3s,15d47m29.1s,26,26,26,0,A,medium
479,479,24d09m52.3s,15d47m35.7s,33,33,33,0,A,large
480,480,24d09m52.4s,15d47m44.9s,54,33,47,-30,A,giants
481,481,24d09m52.4s,15d45m58.1s,21,21,21,0,A,small
482,482,24d09m52.5s,15d45m53.2s,245,190,227,0,A,edgeLarge
483,483,24d09m52.5s,15d46m37.4s,41,41,41,0,A,giants
484,484,24d09m52.5s,15d45m59.0s,25,25,25,0,A,medium
485,485,24d09m52.7s,15d46m10.6s,6,6,6,0,A,tiny
486,486,24d09m52.7s,15d46m49.9s,14,14,14,0,A,tiny
487,487,24d09m52.8s,15d47m41.7s,35,33,34,-90,A,large
488,488,24d09m52.9s,15d46m9.1s,23,21,22,0,A,small
489,489,24d09m52.9s,15d46m4.0s,31,31,31,0,A,large
491,491,24d09m53.0s,15d46m11.7s,12,11,12,0,A,tiny
492,492,24d09m53.0s,15d47m59.0s,24,24,24,0,A,medium
493,493,24d09m53.0s,15d47m58.2s,13,13,13,0,A,tiny
494,494,24d09m53.2s,15d46m49.4s,55,29,46,-30,A,giants
495,495,24d09m53.3s,15d46m38.5s,20,20,20,0,A,small
496,496,24d09m53.3s,15d46m22.6s,37,37,37,0,A,large
497,497,24d09m53.3s,15d46m9.8s,13,10,12,0,A,tiny
499,499,24d09m53.4s,15d45m59.4s,37,37,37,0,A,large
500,500,24d09m53.4s,15d45m55.2s,51,51,51,0,A,giants
501,501,24d09m53.5s,15d46m10.2s,11,11,11,0,A,tiny
502,502,24d09m53.5s,15d47m40.2s,20,19,19,-90,A,small
503,503,24d09m53.6s,15d46m47.9s,20,20,20,0,A,small
504,504,24d09m53.6s,15d46m11.9s,11,11,11,0,A,tiny
505,505,24d09m53.7s,15d45m58.2s,24,24,24,0,A,medium
506,506,24d09m53.7s,15d47m46.0s,22,22,22,0,A,small
507,507,24d09m53.8s,15d46m48.8s,22,21,22,-90,A,small
508,508,24d09m53.8s,15d47m48.1s,38,38,38,0,A,large
509,509,24d09m54.0s,15d46m2.2s,26,20,24,-90,A,medium
510,510,24d09m54.0s,15d47m37.1s,26,26,26,0,A,medium
511,511,24d09m54.1s,15d47m39.3s,34,34,34,0,A,large
512,512,24d09m54.2s,15d46m8.9s,16,16,16,-90,A,tiny
513,513,24d09m54.3s,15d46m13.3s,59,41,53,80,A,giants
514,514,24d09m54.3s,15d47m45.3s,29,20,26,-90,A,medium
515,515,24d09m54.3s,15d46m1.2s,34,29,32,20,A,large
516,516,24d09m54.4s,15d46m39.5s,35,29,33,60,A,large
517,517,24d09m54.5s,15d46m13.1s,16,16,16,0,A,tiny
518,518,24d09m54.7s,15d48m0.1s,23,22,23,-90,A,small
519,519,24d09m54.7s,15d46m24.7s,65,65,65,0,A,giants
520,520,24d09m54.7s,15d46m7.8s,17,15,17,-20,A,tiny
521,521,24d09m54.7s,15d48m1.8s,47,47,47,0,A,giants
523,523,24d09m54.8s,15d47m49.1s,28,28,28,0,A,medium
524,524,24d09m54.8s,15d47m58.5s,39,39,39,0,A,large
525,525,24d09m54.8s,15d46m10.2s,24,23,24,0,A,medium
527,527,24d09m54.9s,15d47m0.1s,13,13,13,0,A,tiny
528,528,24d09m54.9s,15d46m44.5s,15,15,15,0,A,tiny
529,529,24d09m54.9s,15d46m15.3s,64,47,58,0,A,giants
530,530,24d09m55.0s,15d46m2.7s,36,26,33,-90,A,large
531,531,24d09m55.1s,15d46m38.4s,24,24,24,0,A,medium
532,532,24d09m55.2s,15d46m46.3s,61,54,59,0,A,giants
534,534,24d09m55.3s,15d47m38.6s,31,31,31,0,A,large
536,536,24d09m55.4s,15d46m8.8s,32,26,30,-30,A,large
537,537,24d09m55.4s,15d47m59.4s,28,27,27,-90,A,medium
538,538,24d09m55.4s,15d46m1.0s,33,26,30,-90,A,large
539,539,24d09m55.4s,15d47m45.3s,28,26,28,-90,A,medium
540,540,24d09m55.5s,15d48m0.5s,20,20,20,0,A,small
541,541,24d09m55.6s,15d46m3.9s,30,28,29,0,A,medium
542,542,24d09m55.7s,15d46m21.6s,23,23,23,0,A,small
543,543,24d09m55.9s,15d46m7.4s,31,30,31,0,A,large
544,544,24d09m55.9s,15d46m37.5s,59,40,53,0,A,giants
545,545,24d09m55.9s,15d46m8.0s,9,9,9,0,A,tiny
547,547,24d09m56.2s,15d47m1.8s,56,42,51,-90,A,giants
548,548,24d09m56.3s,15d46m2.3s,32,32,32,0,A,large
549,549,24d09m56.4s,15d46m5.1s,33,32,32,-90,A,large
550,550,24d09m56.5s,15d46m11.6s,25,25,25,0,A,medium
551,551,24d09m56.5s,15d46m13.5s,39,33,37,10,A,large
552,552,24d09m56.5s,15d46m54.1s,20,19,20,-90,A,small
553,553,24d09m56.5s,15d45m55.0s,16,16,16,0,A,tiny
554,554,24d09m56.5s,15d47m48.8s,48,34,43,60,A,giants
555,555,24d09m56.6s,15d48m5.7s,16,16,16,0,A,tiny
556,556,24d09m56.7s,15d46m0.1s,30,27,29,-90,A,medium
557,557,24d09m56.8s,15d46m15.0s,14,14,14,0,A,tiny
558,558,24d09m57.0s,15d47m46.7s,70,54,64,-60,A,giants
559,559,24d09m57.0s,15d46m42.9s,16,16,16,0,A,tiny
560,560,24d09m57.1s,15d46m3.5s,30,28,29,-90,A,medium
561,561,24d09m57.1s,15d46m26.4s,46,46,46,0,A,giants
562,562,24d09m57.1s,15d46m10.1s,34,26,31,0,A,large
563,563,24d09m57.1s,15d48m7.0s,18,17,18,-90,A,small
564,564,24d09m57.2s,15d46m50.9s,33,32,33,-90,A,large
565,565,24d09m57.3s,15d46m4.9s,16,14,15,0,A,tiny
566,566,24d09m57.3s,15d46m15.0s,45,39,43,-90,A,giants
567,567,24d09m57.3s,15d46m7.5s,25,22,24,30,A,medium
569,569,24d09m57.4s,15d46m4.4s,20,17,19,0,A,small
570,570,24d09m57.5s,15d46m9.1s,21,15,19,-30,A,small
571,571,24d09m57.5s,15d46m40.3s,16,16,16,0,A,tiny
572,572,24d09m57.6s,15d48m16.4s,24,24,24,0,A,medium
573,573,24d09m57.7s,15d47m49.4s,13,13,13,0,A,tiny
575,575,24d09m57.8s,15d45m53.8s,22,22,22,0,A,small
576,576,24d09m57.9s,15d46m12.4s,38,23,33,-60,A,large
577,577,24d09m57.9s,15d47m48.1s,23,15,20,0,A,small
578,578,24d09m57.9s,15d46m5.6s,26,24,25,-90,A,medium
579,579,24d09m57.9s,15d46m13.8s,138,98,125,-30,A,edgeLarge
582,582,24d09m57.9s,15d46m56.3s,23,22,23,0,A,small
583,583,24d09m58.0s,15d47m59.2s,165,136,156,-60,A,edgeLarge
585,585,24d09m58.1s,15d48m1.8s,10,10,10,0,A,tiny
586,586,24d09m58.1s,15d46m4.7s,22,17,21,-60,A,small
587,587,24d09m58.3s,15d45m9.7s,24,24,24,0,A,medium
588,588,24d09m58.4s,15d45m49.7s,17,17,17,0,A,tiny
589,589,24d09m58.5s,15d47m52.9s,26,26,26,0,A,medium
590,590,24d09m58.5s,15d47m49.2s,15,14,15,0,A,tiny
591,591,24d09m58.5s,15d46m8.3s,29,27,28,0,A,medium
592,592,24d09m58.6s,15d46m34.8s,30,20,27,0,A,medium
593,593,24d09m58.7s,15d47m47.5s,14,14,14,0,A,tiny
594,594,24d09m58.9s,15d46m38.4s,24,22,23,0,A,small
595,595,24d09m58.9s,15d48m1.6s,23,23,23,0,A,small
596,596,24d09m58.9s,15d46m56.3s,20,18,19,-90,A,small
597,597,24d09m59.1s,15d47m38.4s,31,29,30,-90,A,large
598,598,24d09m59.2s,15d46m11.0s,21,21,21,-49,A,small
599,599,24d09m59.2s,15d46m52.4s,56,29,47,-85,A,giants
600,600,24d09m59.5s,15d46m15.9s,16,16,16,0,A,tiny
601,601,24d09m59.5s,15d46m42.5s,16,16,16,0,A,tiny
602,602,24d09m59.6s,15d48m31.3s,49,49,49,0,A,giants
603,603,24d09m59.7s,15d48m0.8s,35,35,35,0,A,large
604,604,24d09m59.8s,15d48m2.2s,22,22,22,0,A,small
605,605,24d09m59.8s,15d46m33.3s,45,30,40,-20,A,large
606,606,24d09m59.9s,15d46m15.2s,25,16,22,40,A,small
607,607,24d10m0.0s,15d46m3.5s,132,99,121,-50,A,edgeLarge
608,608,24d10m0.1s,15d46m13.1s,16,15,16,-90,A,tiny
609,609,24d10m0.3s,15d48m2.5s,14,14,14,0,A,tiny
610,610,24d10m0.3s,15d45m55.0s,48,48,48,0,A,giants
611,611,24d10m0.5s,15d47m58.1s,16,15,16,-90,A,tiny
612,612,24d10m0.7s,15d46m31.8s,40,40,40,0,A,large
613,613,24d10m0.9s,15d46m34.2s,27,24,26,-20,A,medium
614,614,24d10m1.0s,15d48m3.1s,34,34,34,0,A,large
615,615,24d10m1.1s,15d46m28.9s,35,35,35,0,A,large
616,616,24d10m1.1s,15d46m12.6s,33,28,31,-60,A,large
617,617,24d10m1.4s,15d47m57.7s,25,24,25,-90,A,medium
619,619,24d10m1.6s,15d46m30.8s,28,28,28,0,A,medium
620,620,24d10m1.6s,15d48m4.6s,20,20,20,0,A,small
621,621,24d10m1.7s,15d45m44.1s,124,123,123,-30,A,edgeLarge
622,622,24d10m1.7s,15d47m39.2s,87,71,81,80,A,giants
623,623,24d10m1.8s,15d48m1.6s,26,26,26,0,A,medium
624,624,24d10m2.0s,15d46m2.6s,15,14,15,-90,A,tiny
625,625,24d10m2.0s,15d45m42.0s,47,46,47,-90,A,giants
626,626,24d10m2.1s,15d46m5.4s,13,12,13,0,A,tiny
627,627,24d10m2.1s,15d46m32.8s,45,45,45,0,A,giants
628,628,24d10m2.3s,15d45m53.6s,73,58,68,85,A,giants
629,629,24d10m2.3s,15d48m2.9s,28,27,28,-90,A,medium
630,630,24d10m2.4s,15d46m36.1s,25,24,25,-90,A,medium
631,631,24d10m2.4s,15d46m37.9s,29,24,27,-70,A,medium
632,632,24d10m2.4s,15d46m3.0s,12,11,12,-90,A,tiny
633,633,24d10m2.5s,15d46m44.0s,21,19,20,-90,A,small
634,634,24d10m2.5s,15d47m17.5s,36,23,32,-90,A,large
635,635,24d10m2.5s,15d47m11.8s,40,29,36,70,A,large
636,636,24d10m2.5s,15d47m54.4s,25,25,25,0,A,medium
637,637,24d10m2.6s,15d46m4.4s,20,18,19,0,A,small
639,639,24d10m2.7s,15d46m41.3s,65,50,60,0,A,giants
640,640,24d10m2.8s,15d48m1.7s,30,30,30,0,A,large
641,641,24d10m2.9s,15d46m4.8s,13,13,13,0,A,tiny
642,642,24d10m3.3s,15d46m35.4s,28,28,28,0,A,medium
643,643,24d10m3.4s,15d48m17.2s,29,29,29,0,A,medium
645,645,24d10m3.5s,15d46m36.1s,12,12,12,0,A,tiny
646,646,24d10m3.6s,15d46m27.1s,45,45,45,0,A,giants
647,647,24d10m3.7s,15d46m31.4s,45,45,45,0,A,giants
648,648,24d10m3.9s,15d47m16.7s,90,67,82,-90,A,giants
649,649,24d10m3.9s,15d46m53.1s,21,21,21,0,A,small
650,650,24d10m3.9s,15d46m8.0s,39,32,37,-90,A,large
651,651,24d10m3.9s,15d47m14.5s,48,48,48,0,A,giants
652,652,24d10m4.0s,15d46m51.6s,23,19,22,0,A,small
653,653,24d10m4.4s,15d46m42.7s,57,43,52,-40,A,giants
654,654,24d10m4.5s,15d48m12.1s,34,34,34,0,A,large
655,655,24d10m4.6s,15d48m23.3s,38,38,38,0,A,large
656,656,24d10m4.9s,15d46m30.6s,28,28,28,0,A,medium
657,657,24d10m4.9s,15d47m14.2s,16,16,16,0,A,tiny
658,658,24d10m5.0s,15d46m52.5s,19,19,19,0,A,small
659,659,24d10m5.0s,15d47m25.6s,24,24,24,0,A,medium
660,660,24d10m5.0s,15d45m59.6s,39,39,39,0,A,large
661,661,24d10m5.1s,15d46m51.0s,37,36,37,0,A,large
662,662,24d10m5.1s,15d46m37.8s,31,31,31,0,A,large
663,663,24d10m5.1s,15d48m10.5s,69,44,61,-50,A,giants
664,664,24d10m5.2s,15d46m1.0s,28,28,28,0,A,medium
665,665,24d10m5.3s,15d46m31.6s,21,20,21,0,A,small
666,666,24d10m5.3s,15d46m27.4s,23,22,23,0,A,small
667,667,24d10m5.5s,15d46m34.1s,23,21,22,0,A,small
668,668,24d10m5.5s,15d46m53.7s,17,17,17,0,A,tiny
670,670,24d10m5.8s,15d46m52.1s,25,23,24,0,A,medium
671,671,24d10m5.9s,15d46m13.0s,26,24,25,0,A,medium
672,672,24d10m6.0s,15d46m31.9s,23,21,23,-90,A,small
673,673,24d10m6.0s,15d47m25.2s,27,27,27,0,A,medium
674,674,24d10m6.1s,15d47m0.2s,36,36,36,0,A,large
675,675,24d10m6.1s,15d46m49.7s,29,18,25,0,A,medium
676,676,24d10m6.1s,15d48m38.5s,30,30,30,0,A,large
677,677,24d10m6.4s,15d47m56.4s,39,39,39,0,A,large
678,678,24d10m6.4s,15d47m45.4s,28,25,27,-90,A,medium
679,679,24d10m6.4s,15d46m51.1s,32,23,29,0,A,medium
680,680,24d10m6.5s,15d46m36.8s,20,20,20,0,A,small
681,681,24d10m6.5s,15d46m11.4s,20,13,18,0,A,small
682,682,24d10m6.6s,15d46m53.1s,39,23,34,0,A,large
683,683,24d10m6.7s,15d48m3.6s,29,29,29,0,A,medium
684,684,24d10m6.8s,15d48m44.4s,51,51,51,0,A,giants
685,685,24d10m6.8s,15d46m58.8s,49,35,45,0,A,giants
686,686,24d10m6.9s,15d46m36.1s,26,26,26,0,A,medium
688,688,24d10m7.1s,15d47m54.6s,83,63,76,30,A,giants
689,689,24d10m7.2s,15d46m46.5s,47,47,47,0,A,giants
690,690,24d10m7.2s,15d47m50.0s,57,48,54,-20,A,giants
691,691,24d10m7.2s,15d46m15.6s,12,12,12,-90,A,tiny
692,692,24d10m7.3s,15d45m58.0s,41,41,41,0,A,giants
693,693,24d10m7.3s,15d46m13.6s,25,22,24,0,A,medium
694,694,24d10m7.3s,15d48m36.8s,8,8,8,0,A,tiny
695,695,24d10m7.4s,15d46m48.9s,16,15,16,0,A,tiny
696,696,24d10m7.4s,15d48m4.9s,24,23,24,0,A,medium
697,697,24d10m7.5s,15d48m39.1s,41,41,41,0,A,giants
698,698,24d10m7.7s,15d46m11.5s,20,17,19,0,A,small
699,699,24d10m7.7s,15d48m13.0s,71,47,63,-80,A,giants
700,700,24d10m8.0s,15d48m3.1s,59,59,59,0,A,giants
701,701,24d10m8.1s,15d46m41.4s,83,79,82,-60,A,giants
702,702,24d10m8.1s,15d46m42.2s,25,25,25,0,A,medium
703,703,24d10m8.1s,15d47m45.4s,74,58,69,0,A,giants
704,704,24d10m8.5s,15d45m53.4s,43,43,43,0,A,giants
705,705,24d10m8.6s,15d47m55.5s,35,34,35,-90,A,large
706,706,24d10m8.7s,15d46m51.2s,21,21,21,0,A,small
707,707,24d10m8.7s,15d45m56.3s,29,29,29,0,A,medium
708,708,24d10m8.8s,15d46m31.5s,58,39,52,0,A,giants
709,709,24d10m8.9s,15d48m14.9s,22,21,21,-90,A,small
710,710,24d10m9.1s,15d46m12.4s,37,29,35,60,A,large
711,711,24d10m9.1s,15d46m0.6s,35,35,35,0,A,large
712,712,24d10m9.1s,15d46m20.4s,32,32,32,0,A,large
713,713,24d10m9.2s,15d46m23.8s,93,74,86,-90,A,giants
714,714,24d10m9.2s,15d47m54.4s,20,19,20,-90,A,small
715,715,24d10m9.2s,15d47m47.4s,34,24,30,40,A,large
717,717,24d10m9.3s,15d48m23.0s,32,32,32,0,A,large
718,718,24d10m9.6s,15d48m2.1s,60,60,60,0,A,giants
719,719,24d10m9.7s,15d47m45.8s,19,19,19,0,A,small
720,720,24d10m9.8s,15d46m41.7s,23,23,23,0,A,small
721,721,24d10m9.9s,15d46m56.1s,36,36,36,0,A,large
722,722,24d10m9.9s,15d48m38.1s,58,46,54,0,A,giants
723,723,24d10m10.0s,15d46m30.5s,30,19,27,-30,A,medium
724,724,24d10m10.0s,15d46m13.9s,17,17,17,0,A,tiny
727,727,24d10m10.3s,15d46m14.7s,19,18,18,-90,A,small
728,728,24d10m10.4s,15d47m59.0s,22,21,22,-90,A,small
729,729,24d10m10.5s,15d45m58.8s,35,35,35,0,A,large
730,730,24d10m10.5s,15d48m39.2s,14,14,14,0,A,tiny
731,731,24d10m10.5s,15d46m15.4s,30,25,29,0,A,medium
732,732,24d10m10.6s,15d46m31.4s,27,26,26,0,A,medium
733,733,24d10m10.6s,15d45m53.9s,31,31,31,0,A,large
734,734,24d10m10.6s,15d46m25.7s,18,15,17,0,A,tiny
735,735,24d10m10.6s,15d46m26.3s,28,22,26,0,A,medium
736,736,24d10m10.7s,15d48m35.7s,197,130,175,0,A,edgeLarge
737,737,24d10m10.8s,15d47m9.5s,21,18,20,0,A,small
739,739,24d10m11.1s,15d48m1.6s,20,20,20,0,A,small
741,741,24d10m11.2s,15d45m54.8s,18,18,18,0,A,small
743,743,24d10m11.3s,15d47m57.5s,22,22,22,-90,A,small
744,744,24d10m11.3s,15d46m13.6s,70,59,66,-90,A,giants
745,745,24d10m11.3s,15d47m46.0s,30,30,30,0,A,large
746,746,24d10m11.4s,15d46m31.1s,27,21,25,-90,A,medium
747,747,24d10m11.4s,15d47m11.0s,116,89,107,0,A,giants
748,748,24d10m11.4s,15d46m2.0s,21,21,21,0,A,small
749,749,24d10m11.6s,15d47m59.3s,40,40,40,0,A,large
750,750,24d10m11.7s,15d45m55.5s,23,23,23,0,A,small
751,751,24d10m11.7s,15d46m15.9s,15,15,15,0,A,tiny
752,752,24d10m11.9s,15d46m31.9s,20,20,20,0,A,small
753,753,24d10m12.0s,15d45m53.4s,36,36,36,0,A,large
754,754,24d10m12.0s,15d47m56.9s,18,18,18,0,A,small
755,755,24d10m12.1s,15d48m38.0s,10,7,9,0,A,tiny
756,756,24d10m12.2s,15d48m0.4s,19,18,18,-90,A,small
757,757,24d10m12.3s,15d48m39.2s,36,36,36,0,A,large
758,758,24d10m12.4s,15d48m37.7s,12,12,12,0,A,tiny
759,759,24d10m12.5s,15d48m43.4s,30,30,30,0,A,large
761,761,24d10m12.6s,15d48m9.6s,404,332,380,-50,A,edgeLarge
762,762,24d10m12.6s,15d45m58.7s,57,57,57,0,A,giants
763,763,24d10m12.6s,15d46m43.0s,34,23,30,0,A,large
765,765,24d10m12.6s,15d46m13.4s,21,16,19,0,A,small
766,766,24d10m12.6s,15d47m58.6s,24,24,24,0,A,medium
767,767,24d10m12.7s,15d47m12.8s,12,12,12,0,A,tiny
768,768,24d10m12.7s,15d47m15.4s,22,21,22,0,A,small
769,769,24d10m12.7s,15d47m9.4s,22,19,21,0,A,small
770,770,24d10m12.8s,15d47m25.3s,66,58,63,-60,A,giants
771,771,24d10m12.8s,15d46m14.7s,48,32,43,60,A,giants
772,772,24d10m12.9s,15d45m55.6s,26,26,26,0,A,medium
773,773,24d10m12.9s,15d48m46.7s,35,35,35,0,A,large
775,775,24d10m13.0s,15d48m0.2s,14,13,14,-90,A,tiny
776,776,24d10m13.0s,15d48m32.3s,21,21,21,0,A,small
778,778,24d10m13.1s,15d46m40.7s,17,16,17,0,A,tiny
779,779,24d10m13.2s,15d46m38.4s,26,25,25,0,A,medium
780,780,24d10m13.2s,15d47m17.1s,86,63,79,0,A,giants
782,782,24d10m13.3s,15d48m2.0s,39,36,38,0,A,large
783,783,24d10m13.3s,15d47m13.7s,41,39,40,0,A,large
784,784,24d10m13.3s,15d47m12.5s,35,33,34,0,A,large
786,786,24d10m13.4s,15d45m19.3s,26,26,26,0,A,medium
787,787,24d10m13.5s,15d45m56.7s,51,51,51,0,A,giants
788,788,24d10m13.5s,15d48m0.7s,118,74,103,-30,A,giants
789,789,24d10m13.6s,15d46m9.5s,14,14,14,-90,A,tiny
790,790,24d10m13.6s,15d48m31.2s,29,29,29,0,A,medium
791,791,24d10m13.7s,15d47m14.8s,19,19,19,0,A,small
792,792,24d10m13.7s,15d47m11.5s,24,23,24,0,A,medium
793,793,24d10m13.7s,15d46m21.7s,22,22,22,0,A,small
794,794,24d10m13.7s,15d45m54.1s,45,45,45,0,A,giants
796,796,24d10m13.9s,15d47m58.9s,30,28,29,-90,A,medium
797,797,24d10m14.0s,15d48m37.9s,39,39,39,0,A,large
798,798,24d10m14.0s,15d46m37.0s,27,27,27,0,A,medium
799,799,24d10m14.0s,15d47m12.7s,17,16,17,0,A,tiny
801,801,24d10m14.0s,15d46m12.9s,35,35,35,0,A,large
802,802,24d10m14.1s,15d46m55.7s,44,44,44,0,A,giants
803,803,24d10m14.1s,15d48m40.4s,76,76,76,0,A,giants
805,805,24d10m14.4s,15d47m13.4s,21,20,20,0,A,small
807,807,24d10m14.6s,15d47m14.6s,30,21,27,0,A,medium
808,808,24d10m14.7s,15d47m7.9s,21,21,21,0,A,small
810,810,24d10m14.7s,15d48m20.6s,50,50,50,0,A,giants
811,811,24d10m14.7s,15d46m27.8s,250,186,229,20,A,edgeLarge
813,813,24d10m14.8s,15d46m57.0s,25,25,25,0,A,medium
814,814,24d10m14.8s,15d47m1.9s,36,36,36,0,A,large
815,815,24d10m14.8s,15d47m12.1s,35,22,31,0,A,large
816,816,24d10m15.0s,15d47m16.7s,12,9,11,0,A,tiny
817,817,24d10m15.0s,15d47m22.1s,13,13,13,0,A,tiny
818,818,24d10m15.1s,15d47m58.6s,20,19,20,-90,A,small
822,822,24d10m15.4s,15d45m19.4s,26,26,26,0,A,medium
823,823,24d10m15.4s,15d45m34.3s,31,31,31,0,A,large
824,824,24d10m15.5s,15d48m38.2s,23,23,23,0,A,small
825,825,24d10m15.6s,15d45m33.0s,43,43,43,0,A,giants
826,826,24d10m15.7s,15d45m56.6s,20,20,20,0,A,small
827,827,24d10m15.8s,15d46m14.3s,49,49,49,0,A,giants
829,829,24d10m15.8s,15d46m11.9s,21,21,21,0,A,small
835,835,24d10m16.2s,15d48m37.8s,17,15,16,-90,A,tiny
836,836,24d10m16.2s,15d46m12.5s,43,43,43,0,A,giants
839,839,24d10m16.4s,15d48m36.4s,35,35,35,0,A,large
840,840,24d10m16.4s,15d47m22.6s,19,19,19,0,A,small
841,841,24d10m16.5s,15d47m4.2s,35,35,35,0,A,large
842,842,24d10m16.6s,15d47m14.6s,34,26,31,0,A,large
843,843,24d10m16.6s,15d48m2.1s,22,21,21,0,A,small
844,844,24d10m16.7s,15d48m39.3s,40,40,40,0,A,large
845,845,24d10m16.7s,15d48m40.5s,17,17,17,0,A,tiny
847,847,24d10m16.8s,15d47m6.3s,21,21,21,0,A,small
848,848,24d10m16.8s,15d47m53.8s,31,31,31,0,A,large
850,850,24d10m16.9s,15d45m17.1s,30,30,30,0,A,large
851,851,24d10m17.0s,15d47m17.7s,39,38,38,0,A,large
852,852,24d10m17.1s,15d46m55.0s,40,40,40,0,A,large
854,854,24d10m17.1s,15d46m56.9s,44,44,44,0,A,giants
855,855,24d10m17.2s,15d45m59.1s,29,29,29,0,A,medium
856,856,24d10m17.2s,15d46m0.7s,54,54,54,0,A,giants
857,857,24d10m17.4s,15d46m32.7s,22,22,22,0,A,small
858,858,24d10m17.5s,15d47m30.6s,157,117,143,-84,A,edgeLarge
859,859,24d10m17.5s,15d48m33.7s,27,27,27,0,A,medium
860,860,24d10m17.5s,15d46m31.2s,42,41,41,0,A,giants
861,861,24d10m17.5s,15d48m35.7s,45,39,43,-90,A,giants
862,862,24d10m17.6s,15d46m60.0s,32,32,32,0,A,large
863,863,24d10m17.6s,15d47m22.5s,15,13,14,90,A,tiny
864,864,24d10m17.7s,15d47m21.6s,27,25,26,0,A,medium
865,865,24d10m17.7s,15d47m11.9s,50,30,43,0,A,giants
866,866,24d10m18.0s,15d45m59.1s,19,19,19,0,A,small
867,867,24d10m18.0s,15d48m2.4s,31,31,31,0,A,large
868,868,24d10m18.2s,15d45m46.0s,24,24,24,0,A,medium
869,869,24d10m18.2s,15d46m3.4s,31,31,31,0,A,large
870,870,24d10m18.2s,15d47m10.7s,39,28,35,0,A,large
871,871,24d10m18.3s,15d47m38.8s,21,21,21,0,A,small
873,873,24d10m18.3s,15d47m3.9s,21,20,21,0,A,small
874,874,24d10m18.4s,15d46m32.4s,19,17,19,0,A,small
875,875,24d10m18.4s,15d47m33.7s,16,15,16,90,A,tiny
876,876,24d10m18.6s,15d47m39.6s,22,22,22,0,A,small
877,877,24d10m18.6s,15d45m46.9s,40,40,40,0,A,large
878,878,24d10m18.6s,15d48m6.1s,22,22,22,0,A,small
879,879,24d10m18.8s,15d46m36.9s,31,31,31,0,A,large
880,880,24d10m18.8s,15d48m36.7s,34,34,34,0,A,large
881,881,24d10m18.9s,15d46m42.0s,30,28,29,0,A,medium
882,882,24d10m18.9s,15d45m33.6s,54,54,54,0,A,giants
883,883,24d10m19.0s,15d48m1.8s,22,22,22,0,A,small
884,884,24d10m19.0s,15d46m17.4s,117,117,117,0,A,edgeLarge
885,885,24d10m19.0s,15d46m29.8s,46,32,41,-20,A,giants
886,886,24d10m19.2s,15d46m31.4s,45,42,44,0,A,giants
887,887,24d10m19.3s,15d47m32.4s,66,46,59,70,A,giants
888,888,24d10m19.3s,15d47m4.1s,17,15,16,0,A,tiny
890,890,24d10m19.4s,15d45m35.5s,40,40,40,0,A,large
891,891,24d10m19.4s,15d48m8.1s,16,16,16,0,A,tiny
892,892,24d10m19.7s,15d48m11.0s,20,20,20,0,A,small
894,894,24d10m19.9s,15d48m12.1s,18,18,18,0,A,small
895,895,24d10m19.9s,15d48m32.3s,139,95,124,10,A,edgeLarge
896,896,24d10m20.0s,15d46m36.2s,26,23,25,0,A,medium
898,898,24d10m20.0s,15d48m6.8s,39,28,35,-70,A,large
899,899,24d10m20.1s,15d48m1.9s,33,31,32,90,A,large
900,900,24d10m20.2s,15d48m13.8s,53,53,53,0,A,giants
901,901,24d10m20.3s,15d48m8.6s,24,23,23,90,A,small
902,902,24d10m20.3s,15d46m41.5s,34,25,31,0,A,large
903,903,24d10m20.6s,15d46m48.0s,42,42,42,0,A,giants
905,905,24d10m20.7s,15d48m4.9s,50,50,50,0,A,giants
906,906,24d10m21.0s,15d48m9.5s,19,18,19,90,A,small
907,907,24d10m21.0s,15d46m39.2s,25,22,24,0,A,medium
908,908,24d10m21.1s,15d47m25.8s,15,15,15,0,A,tiny
909,909,24d10m21.2s,15d48m33.5s,17,15,16,90,A,tiny
911,911,24d10m21.3s,15d44m58.1s,13,13,13,0,A,tiny
912,912,24d10m21.6s,15d47m25.1s,8,8,8,0,A,tiny
913,913,24d10m21.6s,15d47m25.7s,15,15,15,90,A,tiny
914,914,24d10m21.7s,15d46m38.5s,21,20,20,0,A,small
915,915,24d10m21.7s,15d47m29.4s,10,10,10,0,A,tiny
916,916,24d10m21.8s,15d47m26.9s,16,15,16,90,A,tiny
917,917,24d10m21.9s,15d48m32.7s,10,10,10,90,A,tiny
918,918,24d10m21.9s,15d48m33.3s,10,9,9,90,A,tiny
919,919,24d10m21.9s,15d48m10.6s,37,37,37,0,A,large
920,920,24d10m22.0s,15d47m3.6s,22,22,22,0,A,small
