ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC
1123,24d10m36.1s,15d46m38.8s,24,23,23,90,4,-238,1.16
1124,24d10m36.1s,15d46m3.4s,33,33,33,0,4,33,2.80
1125,24d10m36.2s,15d46m57.1s,34,34,34,0,4,-227,0.51
1126,24d10m36.2s,15d45m52.7s,296,251,281,-50,4,119,3.30
1127,24d10m36.2s,15d47m30.5s,23,23,23,0,4,2,1.48
1128,24d10m36.2s,15d46m41.1s,27,19,24,0,4,245,1.06
1129,24d10m36.2s,15d47m5.2s,67,67,67,0,4,-192,0.51
1130,24d10m36.2s,15d46m30.0s,21,21,21,0,4,-178,1.56
1131,24d10m36.3s,15d47m7.6s,26,26,26,0,4,-181,0.57
1132,24d10m36.5s,15d46m40.1s,36,29,33,0,4,-240,1.11
1133,24d10m36.5s,15d46m44.5s,38,38,38,0,4,-249,0.93
1134,24d10m36.5s,15d46m42.6s,64,52,60,0,4,246,1.01
1135,24d10m36.6s,15d46m58.2s,18,18,18,0,4,-219,0.51
1136,24d10m36.6s,15d46m37.9s,24,19,22,70,4,-231,1.21
1137,24d10m36.6s,15d46m53.7s,39,39,39,0,4,-236,0.61
1138,24d10m36.7s,15d45m7.6s,47,47,47,0,2,-209,5.44
1139,24d10m36.7s,15d46m28.5s,24,24,24,90,4,-164,1.63
1140,24d10m36.9s,15d45m9.3s,42,42,42,0,2,-223,5.36
1141,24d10m36.9s,15d46m26.2s,20,20,20,0,4,-146,1.74
1142,24d10m36.9s,15d46m9.2s,31,31,31,0,4,-11,2.53
1143,24d10m37.0s,15d46m32.5s,55,48,53,0,4,-193,1.46
1144,24d10m37.0s,15d46m40.8s,21,20,21,90,4,-238,1.09
1145,24d10m37.2s,15d48m21.8s,19,19,19,0,1,-178,3.88
1146,24d10m37.3s,15d46m49.0s,57,57,57,0,4,-237,0.78
1147,24d10m37.3s,15d46m58.8s,16,16,16,0,4,-211,0.54
1148,24d10m37.4s,15d46m43.4s,22,16,20,0,4,240,0.99
1149,24d10m37.5s,15d46m28.2s,6,6,6,90,4,-159,1.66
1150,24d10m37.5s,15d47m31.5s,28,28,28,0,4,11,1.55
1151,24d10m37.5s,15d46m44.6s,15,14,15,0,4,240,0.95
1152,24d10m37.6s,15d46m27.3s,39,39,39,0,4,-151,1.70
1153,24d10m37.7s,15d48m13.7s,34,25,31,40,2,112,3.50
1154,24d10m37.7s,15d46m28.3s,20,20,20,0,4,-237,0.98
1155,24d10m37.9s,15d46m44.1s,26,26,26,0,4,9,1.52
1156,24d10m38.0s,15d47m30.8s,34,34,34,0,4,-208,0.58
1157,24d10m38.1s,15d46m57.9s,30,21,27,90,4,-229,1.11
1158,24d10m38.2s,15d46m41.0s,14,13,14,0,4,-154,1.68
1159,24d10m38.2s,15d46m28.0s,28,28,28,0,4,-216,0.63
1160,24d10m38.3s,15d46m55.6s,65,53,61,0,4,-30,1.33
1161,24d10m38.4s,15d47m26.4s,30,30,30,0,2,135,3.63
1162,24d10m38.6s,15d48m16.2s,12,12,12,0,2,106,3.47
1163,24d10m38.6s,15d48m12.9s,12,12,12,0,4,231,0.94
1164,24d10m38.6s,15d46m45.6s,33,33,33,0,4,-227,0.86
1165,24d10m38.7s,15d46m47.9s,39,39,39,0,4,-210,1.30
1166,24d10m38.7s,15d46m36.9s,46,31,41,0,4,68,1.14
1167,24d10m38.7s,15d47m21.5s,37,37,37,0,4,-228,1.04
1168,24d10m38.7s,15d46m43.2s,68,68,68,0,4,-221,0.76
1169,24d10m38.8s,15d46m51.2s,13,12,13,0,4,231,0.97
1170,24d10m38.8s,15d46m45.1s,33,33,33,0,4,-114,0.89
1171,24d10m38.8s,15d47m15.2s,26,25,26,0,4,229,0.99
1172,24d10m38.9s,15d46m44.6s,30,30,30,0,4,-214,0.67
1173,24d10m38.9s,15d46m54.8s,35,35,35,0,1,-107,4.32
1174,24d10m38.9s,15d48m30.7s,13,11,12,-70,4,-146,1.72
1175,24d10m38.9s,15d46m27.3s,10,10,10,90,4,-152,1.69
1176,24d10m38.9s,15d46m28.1s,14,14,14,0,4,-55,1.20
1177,24d10m39.0s,15d47m23.0s,102,63,89,20,4,-14,1.42
1178,24d10m39.0s,15d47m28.2s,28,28,28,0,4,10,1.55
1179,24d10m39.0s,15d47m31.0s,36,36,36,0,4,-208,0.65
1180,24d10m39.1s,15d46m56.2s,18,14,16,90,4,-58,1.19
1181,24d10m39.3s,15d47m22.5s,21,18,20,90,2,102,3.45
1182,24d10m39.3s,15d48m12.3s,35,33,34,0,4,-221,1.08
1183,24d10m39.4s,15d46m42.5s,18,13,16,-70,4,-52,1.22
1184,24d10m39.5s,15d47m23.1s,52,52,52,0,4,41,2.81
1185,24d10m39.6s,15d46m3.7s,20,15,18,0,4,222,0.95
1186,24d10m39.6s,15d46m46.3s,13,12,13,90,4,-33,1.32
1187,24d10m39.6s,15d47m25.4s,15,14,15,0,4,222,0.98
1188,24d10m39.7s,15d46m45.4s,35,15,29,0,4,198,0.66
1189,24d10m39.7s,15d46m57.3s,64,64,64,0,2,121,3.55
1190,24d10m39.8s,15d48m14.3s,13,11,12,90,4,6,1.54
1191,24d10m39.8s,15d47m30.5s,18,18,18,90,4,-58,1.19
1192,24d10m39.9s,15d47m22.1s,15,11,13,0,4,0,1.51
1193,24d10m39.9s,15d47m29.8s,32,28,31,90,4,-25,1.37
1194,24d10m40.3s,15d47m26.2s,42,40,42,0,4,189,0.67
1195,24d10m40.3s,15d46m58.6s,29,29,29,0,4,249,3.98
1196,24d10m40.4s,15d45m38.9s,29,29,29,0,4,-137,0.80
1197,24d10m40.5s,15d47m10.5s,30,30,30,0,4,-215,1.04
1198,24d10m40.5s,15d46m44.4s,29,29,29,0,4,79,3.02
1199,24d10m40.5s,15d45m59.4s,32,32,32,0,4,258,4.03
1200,24d10m40.6s,15d45m37.9s,24,23,24,0,4,-31,1.33
1201,24d10m40.6s,15d47m25.1s,66,58,63,0,2,153,3.71
1202,24d10m40.6s,15d48m17.7s,22,22,22,0,4,-212,0.96
1203,24d10m40.7s,15d46m46.9s,31,31,31,0,4,238,3.91
1204,24d10m40.7s,15d45m40.4s,13,12,12,0,4,14,1.59
1205,24d10m40.7s,15d47m31.1s,21,21,21,0,2,-182,5.52
1206,24d10m40.8s,15d45m6.2s,69,69,69,0,4,10,2.61
1207,24d10m40.9s,15d46m8.4s,144,144,144,0,4,112,3.20
1208,24d10m40.9s,15d45m55.6s,29,27,28,0,4,211,1
1209,24d10m41.0s,15d46m46.0s,24,23,24,90,4,-41,1.28
1210,24d10m41.0s,15d47m23.7s,15,14,15,0,4,205,0.91
1211,24d10m41.0s,15d46m48.8s,68,40,59,25,4,11,1.56
1212,24d10m41.1s,15d47m30.3s,30,30,30,0,4,-210,1.05
1213,24d10m41.2s,15d46m44.8s,78,68,74,0,2,113,3.51
1214,24d10m41.3s,15d48m13.2s,26,20,24,50,4,-186,1.40
1215,24d10m41.3s,15d46m35.8s,15,14,15,90,4,2,1.52
1216,24d10m41.5s,15d47m29.3s,27,21,25,0,4,172,0.72
1217,24d10m41.6s,15d47m0.3s,25,15,22,40,4,-191,1.34
1218,24d10m41.6s,15d46m37.5s,55,54,54,0,4,192,0.78
1219,24d10m41.6s,15d46m54.7s,23,22,22,0,4,192,0.85
1220,24d10m41.9s,15d46m52.2s,18,18,18,0,4,-19,1.40
1221,24d10m42.1s,15d47m26.0s,55,36,49,0,4,199,1
1222,24d10m42.2s,15d46m47.1s,294,182,256,-50,4,-196,1.20
1223,24d10m42.2s,15d46m41.4s,38,37,38,0,4,-184,1.39
1224,24d10m42.2s,15d46m36.6s,13,13,13,0,2,-132,2.23
1225,24d10m42.2s,15d47m45.1s,26,14,22,0,4,186,0.81
1226,24d10m42.3s,15d46m55.0s,15,14,14,90,4,-113,1.87
1227,24d10m42.3s,15d46m25.2s,23,19,22,90,4,21,1.62
1228,24d10m42.3s,15d47m31.2s,21,20,20,0,4,187,0.85
1229,24d10m42.5s,15d46m53.3s,35,35,35,0,2,156,3.74
1230,24d10m42.5s,15d48m17.9s,24,22,23,90,4,-118,1.84
1231,24d10m42.6s,15d46m26.1s,64,59,62,50,4,-186,1.32
1232,24d10m42.6s,15d46m38.6s,20,20,20,0,2,-128,2.25
1233,24d10m42.6s,15d47m45.4s,19,19,19,0,4,34,1.69
1234,24d10m42.7s,15d47m32.7s,32,27,31,60,4,55,2.86
1235,24d10m42.7s,15d46m3.4s,14,13,14,90,4,-111,1.87
1236,24d10m42.8s,15d46m25.3s,11,11,11,0,2,-48,2.66
1237,24d10m42.8s,15d47m54.4s,17,17,17,0,4,-18,1.40
1238,24d10m42.9s,15d47m25.4s,167,143,159,-30,4,208,3.72
1239,24d10m43.0s,15d45m44.9s,19,17,18,0,4,167,0.79
1240,24d10m43.0s,15d46m58.7s,25,21,24,0,4,147,0.79
1241,24d10m43.0s,15d47m3.1s,10,9,10,90,4,-190,1.18
1242,24d10m43.1s,15d46m42.7s,17,17,17,0,1,35,5.19
1243,24d10m43.1s,15d48m48.7s,28,28,28,0,1,-116,4.37
1244,24d10m43.3s,15d48m31.2s,30,23,28,0,4,178,0.86
1245,24d10m43.4s,15d46m54.6s,16,15,16,90,4,32,1.68
1246,24d10m43.4s,15d47m32.1s,14,14,14,0,4,-161,0.81
1247,24d10m43.5s,15d46m59.1s,27,25,26,90,4,-174,1.41
1248,24d10m43.6s,15d46m37.0s,23,23,23,0,4,-173,0.85
1249,24d10m43.6s,15d46m56.0s,56,56,56,0,4,244,3.92
1250,24d10m43.8s,15d45m40.9s,23,23,23,0,4,39,2.76
1251,24d10m43.8s,15d46m5.9s,35,35,35,0,4,-17,1.41
1252,24d10m43.9s,15d47m25.0s,33,33,33,0,4,-78,1.11
1253,24d10m43.9s,15d47m16.5s,11,11,11,0,4,36,1.70
1254,24d10m43.9s,15d47m32.2s,32,21,29,40,4,-35,1.32
1255,24d10m44.0s,15d47m22.5s,31,20,27,0,4,171,0.88
1256,24d10m44.1s,15d46m55.2s,31,28,30,0,4,152,0.84
1257,24d10m44.2s,15d47m0.1s,14,13,13,90,4,-30,1.34
1258,24d10m44.2s,15d47m23.1s,14,14,14,0,4,131,2.20
1259,24d10m44.3s,15d47m43.6s,66,44,58,70,1,-128,4.33
1260,24d10m44.4s,15d48m30.1s,48,30,42,-70,4,-1,1.49
1261,24d10m44.4s,15d47m26.7s,75,75,75,0,4,51,2.82
1262,24d10m44.4s,15d46m4.7s,18,18,18,0,2,172,3.84
1263,24d10m44.4s,15d48m19.5s,11,11,11,0,4,37,1.71
1264,24d10m44.4s,15d47m32.2s,12,12,12,0,4,-159,0.87
1265,24d10m44.5s,15d46m57.7s,46,30,41,-60,2,80,3.36
1266,24d10m44.7s,15d48m9.1s,33,33,33,0,2,59,3.24
1267,24d10m44.8s,15d48m6.6s,26,26,26,0,4,-113,1.84
1268,24d10m44.8s,15d46m27.0s,17,17,17,0,4,-73,1.14
1269,24d10m45.0s,15d47m16.3s,82,82,82,0,4,-10,2.44
1270,24d10m45.1s,15d46m13.4s,15,11,14,0,4,154,0.90
1271,24d10m45.1s,15d46m57.7s,90,46,75,40,4,-174,1.13
1272,24d10m45.2s,15d46m46.5s,14,14,14,0,4,-157,0.91
1273,24d10m45.2s,15d46m57.1s,14,14,14,0,4,13,1.57
1274,24d10m45.2s,15d47m28.2s,21,15,19,5,4,8,1.55
1275,24d10m45.3s,15d47m27.7s,45,45,45,0,2,164,3.80
1276,24d10m45.3s,15d48m18.6s,23,22,23,90,4,-161,1.43
1277,24d10m45.3s,15d46m37.6s,33,33,33,0,1,-77,4.62
1278,24d10m45.3s,15d48m36.2s,45,44,45,0,4,-168,1.30
1279,24d10m45.5s,15d46m41.4s,10,9,10,0,4,153,0.92
1280,24d10m45.5s,15d46m57.4s,21,16,19,-40,4,-169,1.25
1281,24d10m45.6s,15d46m42.8s,13,12,13,90,4,-170,1.23
1282,24d10m45.6s,15d46m43.7s,17,14,16,0,4,-168,1.28
1283,24d10m45.6s,15d46m42.1s,38,28,34,50,4,-23,1.38
1284,24d10m45.6s,15d47m22.9s,30,30,30,0,1,31,5.23
1285,24d10m45.7s,15d48m49.0s,37,37,37,0,4,-167,1.09
1286,24d10m45.7s,15d46m48.5s,13,13,13,0,4,-153,0.93
1287,24d10m45.7s,15d46m56.9s,54,54,54,0,2,-135,2.24
1288,24d10m46.1s,15d47m43.8s,35,35,35,0,2,-214,5.23
1289,24d10m46.2s,15d45m13.3s,62,50,58,90,4,6,1.54
1290,24d10m46.2s,15d47m26.7s,81,81,81,0,4,72,2.93
1291,24d10m46.3s,15d46m3.0s,17,13,16,0,4,-28,1.37
1292,24d10m46.3s,15d47m22.1s,28,28,28,0,2,-36,2.74
1293,24d10m46.4s,15d47m55.0s,24,22,24,90,4,-158,1.38
1294,24d10m46.5s,15d46m39.9s,27,27,27,0,2,-248,5
1295,24d10m46.5s,15d45m18.3s,16,11,14,90,4,-160,1.29
1296,24d10m46.6s,15d46m42.9s,19,19,19,0,2,-236,5.07
1297,24d10m46.6s,15d45m16.7s,35,33,34,0,4,23,1.64
1298,24d10m46.9s,15d47m28.9s,25,25,25,0,2,-217,5.18
1299,24d10m47.0s,15d45m14.3s,16,15,16,90,4,-16,1.44
1300,24d10m47.1s,15d47m23.3s,19,19,19,0,4,3,1.51
1301,24d10m47.2s,15d47m25.1s,17,14,16,90,4,37,1.71
1302,24d10m47.5s,15d47m30.4s,27,18,24,-40,4,-150,1.36
1303,24d10m47.5s,15d46m41.6s,20,19,20,0,4,20,1.62
1304,24d10m47.6s,15d47m27.8s,14,13,14,0,4,143,1.07
1305,24d10m47.6s,15d46m53.0s,54,54,54,0,2,49,3.21
1306,24d10m47.7s,15d48m5.1s,20,20,20,0,4,-7,2.46
1307,24d10m47.9s,15d46m14.1s,13,13,13,0,4,-148,1.35
1308,24d10m47.9s,15d46m42.3s,45,45,45,0,4,-121,1.70
1309,24d10m48.0s,15d46m32.4s,27,27,27,0,2,-16,2.87
1310,24d10m48.3s,15d47m57.3s,21,20,20,90,4,4,1.53
1311,24d10m48.3s,15d47m25.0s,46,46,46,0,4,14,1.60
1312,24d10m48.4s,15d47m26.7s,238,185,220,-65,2,77,3.36
1313,24d10m48.7s,15d48m8.1s,92,55,79,0,4,149,3.34
1314,24d10m48.9s,15d45m54.7s,23,22,23,90,4,-25,1.39
1315,24d10m49.0s,15d47m20.0s,18,14,17,0,4,40,1.72
1316,24d10m49.2s,15d47m29.5s,18,18,18,0,4,-2,2.48
1317,24d10m49.2s,15d46m14.3s,14,13,14,0,4,-125,1.10
1318,24d10m49.2s,15d46m56.2s,17,17,17,0,4,-92,1.09
1319,24d10m49.2s,15d47m5.4s,27,27,27,0,2,-114,2.38
1320,24d10m49.3s,15d47m45.5s,56,29,47,60,4,75,2.92
1321,24d10m49.7s,15d46m4.4s,52,52,52,0,2,172,3.86
1322,24d10m49.7s,15d48m18.7s,31,31,31,0,4,-90,1.11
1323,24d10m49.8s,15d47m4.8s,42,39,41,90,4,12,1.58
1324,24d10m49.8s,15d47m25.0s,22,22,22,0,4,-19,1.42
1325,24d10m49.8s,15d47m20.1s,42,42,42,0,4,-1,1.52
1326,24d10m49.9s,15d47m23.2s,11,11,11,0,4,-21,1.42
1327,24d10m50.0s,15d47m19.7s,71,49,63,90,4,-127,1.49
1328,24d10m50.1s,15d46m40.1s,54,54,54,0,4,14,2.56
1329,24d10m50.4s,15d46m13.0s,13,13,13,0,4,-116,1.16
1330,24d10m50.5s,15d46m55.7s,40,40,40,0,1,4,5.19
1331,24d10m51.0s,15d48m47.3s,28,28,28,0,2,-3,2.95
1332,24d10m51.1s,15d47m58.0s,67,47,60,80,4,145,3.30
1333,24d10m51.1s,15d45m56.3s,26,23,25,90,4,-115,1.59
1334,24d10m51.1s,15d46m38.2s,16,16,16,0,4,-106,1.67
1335,24d10m51.4s,15d46m36.0s,15,15,15,0,4,-104,1.71
1336,24d10m51.4s,15d46m34.9s,18,18,18,0,4,29,1.67
1337,24d10m51.7s,15d47m25.9s,25,22,24,0,4,-109,1.56
1338,24d10m52.2s,15d46m40.4s,24,22,24,90,4,-98,1.72
1339,24d10m52.2s,15d46m35.5s,24,23,24,90,4,-109,1.54
1340,24d10m52.3s,15d46m41.2s,22,22,22,0,4,-44,1.29
1341,24d10m52.4s,15d47m10.2s,41,39,40,90,4,-100,1.68
1342,24d10m52.5s,15d46m36.9s,19,19,19,0,4,34,1.70
1343,24d10m52.5s,15d47m26.0s,19,19,19,0,4,-47,1.29
1344,24d10m52.6s,15d47m9.5s,21,21,21,0,2,108,3.54
1345,24d10m52.6s,15d48m10.7s,18,17,18,90,4,-104,1.55
1346,24d10m53.0s,15d46m41.9s,39,39,39,0,4,67,2.85
1347,24d10m53.2s,15d46m7.5s,22,22,22,0,2,80,3.40
1348,24d10m53.6s,15d48m7.3s,50,50,50,0,4,-11,2.36
1349,24d10m53.7s,15d46m19.4s,42,42,42,0,1,-184,4.25
1350,24d10m53.8s,15d48m26.0s,28,28,28,0,2,159,3.81
1351,24d10m54.0s,15d48m16.2s,25,25,25,0,1,-154,4.41
1352,24d10m54.0s,15d48m29.5s,10,10,10,90,4,49,1.78
1353,24d10m54.3s,15d47m26.7s,20,20,20,0,1,-173,4.32
1354,24d10m54.3s,15d48m27.4s,27,27,27,0,2,103,3.52
1355,24d10m54.4s,15d48m9.7s,22,22,22,0,2,112,3.57
1356,24d10m54.5s,15d48m10.8s,17,17,17,0,4,-11,1.48
1357,24d10m54.5s,15d47m15.3s,256,154,222,-79,4,-87,1.71
1358,24d10m54.6s,15d46m38.4s,167,114,149,0,4,39,1.74
1359,24d10m54.6s,15d47m24.7s,11,11,11,90,4,51,1.79
1360,24d10m54.6s,15d47m26.6s,32,32,32,0,2,3,2.98
1361,24d10m55.1s,15d47m57.0s,39,39,39,0,1,-187,4.27
1362,24d10m55.2s,15d48m26.0s,18,16,17,-50,4,62,1.85
1363,24d10m55.2s,15d47m27.8s,22,22,22,0,4,-28,1.41
1364,24d10m55.5s,15d47m9.1s,28,28,28,0,4,120,2.16
1365,24d10m55.7s,15d47m36.2s,21,21,21,0,4,97,3
1366,24d10m55.8s,15d46m5.2s,53,52,53,90,2,215,4.10
1367,24d10m55.8s,15d48m22.1s,32,32,32,0,2,135,3.70
1368,24d10m56.0s,15d48m13.0s,26,26,26,0,2,106,3.56
1369,24d10m56.3s,15d48m9.8s,25,25,25,0,4,-19,1.46
1370,24d10m56.6s,15d47m9.3s,36,36,36,0,4,64,2.80
1371,24d10m56.7s,15d46m10.4s,41,40,41,0,4,-28,1.45
1372,24d10m56.9s,15d47m6.7s,38,38,38,0,2,39,3.21
1373,24d10m56.9s,15d48m1.4s,29,25,28,-70,4,64,1.87
1374,24d10m56.9s,15d47m26.5s,33,33,33,0,4,-19,2.25
1375,24d10m57.0s,15d46m24.7s,12,12,12,0,2,-280,4.51
1376,24d10m57.1s,15d45m31.4s,34,34,34,0,4,-10,2.31
1377,24d10m57.1s,15d46m23.2s,41,35,39,0,4,-30,1.45
1378,24d10m57.2s,15d47m5.5s,22,21,22,0,4,-33,1.45
1379,24d10m57.2s,15d47m4.6s,17,17,17,0,2,120,3.64
1380,24d10m57.3s,15d48m11.1s,25,25,25,0,2,127,3.67
1381,24d10m57.3s,15d48m11.8s,29,29,29,0,4,40,1.77
1382,24d10m57.6s,15d47m22.0s,17,17,17,0,4,-64,1.73
1383,24d10m57.7s,15d46m41.7s,21,18,20,0,4,-20,1.49
1384,24d10m57.8s,15d47m7.2s,16,16,16,0,4,-23,1.48
1385,24d10m57.8s,15d47m5.9s,21,21,21,0,4,-33,1.47
1386,24d10m58.0s,15d47m3.1s,22,22,22,0,2,123,3.66
1387,24d10m58.1s,15d48m11.2s,27,22,26,70,4,-49,1.53
1388,24d10m58.4s,15d46m53.7s,41,41,41,0,4,66,1.88
1389,24d10m58.4s,15d47m25.3s,37,37,37,0,2,135,3.72
1390,24d10m58.4s,15d48m12.5s,36,30,34,0,4,-40,1.50
1391,24d10m58.6s,15d46m59.7s,43,43,43,0,4,-6,2.33
1392,24d10m58.6s,15d46m23.8s,36,33,35,90,4,-10,1.55
1393,24d10m58.7s,15d47m8.5s,35,35,35,0,2,41,3.24
1394,24d10m58.7s,15d48m1.2s,33,31,33,90,4,30,1.71
1395,24d10m58.8s,15d47m18.0s,32,32,32,0,4,-6,2.29
1396,24d10m59.4s,15d46m25.5s,28,28,28,0,4,-34,1.54
1397,24d10m59.4s,15d46m58.6s,66,56,63,0,2,202,4.07
1398,24d10m59.5s,15d48m20.0s,34,34,34,0,4,-37,1.57
1399,24d10m59.7s,15d46m55.9s,23,17,21,-30,4,-16,1.56
1400,24d10m59.8s,15d47m4.0s,19,19,19,0,2,139,3.74
1401,24d10m59.8s,15d48m12.3s,21,21,21,0,4,78,2.84
1402,24d10m59.8s,15d46m11.3s,19,17,18,90,4,42,1.78
1403,24d10m59.8s,15d47m19.1s,23,22,23,0,4,-28,1.57
1404,24d10m60.0s,15d46m59.5s,25,25,25,0,4,85,2.88
1405,24d11m0.0s,15d46m10.3s,124,107,118,0,4,-18,1.58
1406,24d11m0.4s,15d47m2.2s,22,22,22,0,4,78,2.83
1407,24d11m0.4s,15d46m11.9s,31,31,31,0,4,-12,2.20
1408,24d11m0.6s,15d46m29.2s,25,25,25,0,4,19,1.67
1409,24d11m0.6s,15d47m12.0s,34,25,31,0,4,-9,1.60
1410,24d11m0.6s,15d47m4.5s,31,31,31,0,2,47,3.27
1411,24d11m0.8s,15d48m0.9s,50,50,50,0,4,77,2.82
1412,24d11m1.2s,15d46m12.9s,27,27,27,0,2,42,3.25
1413,24d11m1.4s,15d47m60.0s,28,28,28,0,2,52,3.30
1414,24d11m1.9s,15d48m0.9s,127,115,123,60,4,-18,1.66
1415,24d11m1.9s,15d46m57.6s,21,21,21,0,4,-10,1.66
1416,24d11m2.0s,15d46m59.7s,51,51,51,0,2,-276,4.37
1417,24d11m2.1s,15d45m36.3s,30,29,30,0,4,17,1.70
1418,24d11m2.1s,15d47m8.4s,22,22,22,0,4,31,1.75
1419,24d11m2.5s,15d47m11.3s,17,17,17,0,4,99,2.94
1420,24d11m2.5s,15d46m10.6s,31,31,31,0,4,90,2.88
1421,24d11m2.6s,15d46m12.1s,30,21,27,0,4,22,1.73
1422,24d11m2.7s,15d47m9.4s,48,30,42,90,4,3,1.69
1423,24d11m2.7s,15d47m3.1s,15,15,15,0,4,-17,2.04
1424,24d11m2.8s,15d46m37.2s,33,33,33,0,2,88,3.49
1425,24d11m2.9s,15d48m5.0s,28,27,28,0,4,16,1.72
1426,24d11m3.0s,15d47m6.3s,20,19,20,90,4,-5,1.71
1427,24d11m3.0s,15d46m59.2s,31,29,31,0,4,22,1.74
1428,24d11m3.1s,15d47m8.0s,38,35,37,-60,4,-14,2.08
1429,24d11m3.1s,15d46m36.4s,12,12,12,0,4,3,1.72
1430,24d11m3.3s,15d47m0.1s,32,32,32,0,4,108,2.99
1431,24d11m3.3s,15d46m9.8s,18,17,18,90,4,0,1.75
1432,24d11m3.9s,15d46m58.2s,48,48,48,0,4,87,2.85
1433,24d11m3.9s,15d46m13.9s,95,74,88,0,2,38,3.24
1434,24d11m4.1s,15d47m58.2s,24,24,24,0,4,107,2.97
1435,24d11m4.1s,15d46m10.9s,36,36,36,0,2,-207,4.83
1436,24d11m4.2s,15d45m26.8s,23,23,23,0,4,9,1.76
1437,24d11m4.3s,15d47m0.4s,32,32,32,0,4,4,1.78
1438,24d11m4.5s,15d46m59.1s,32,32,32,0,4,4,1.78
1439,24d11m4.6s,15d46m57.5s,16,16,16,0,4,12,2.28
1440,24d11m4.7s,15d46m31.2s,32,32,32,0,2,12,3.11
1441,24d11m4.7s,15d47m54.5s,53,52,52,0,4,72,1.94
1442,24d11m4.8s,15d47m17.1s,46,46,46,0,2,62,3.36
1443,24d11m4.8s,15d48m0.8s,28,26,28,90,4,-5,1.96
1444,24d11m5.0s,15d46m44.6s,26,26,26,0,4,116,3.02
1445,24d11m5.0s,15d46m10.3s,40,40,40,0,4,12,2.22
1446,24d11m5.4s,15d46m34.2s,14,14,14,0,4,24,1.82
1447,24d11m5.4s,15d47m3.8s,35,35,35,0,4,20,2.32
1448,24d11m5.5s,15d46m30.8s,80,80,80,0,4,170,3.34
1449,24d11m5.7s,15d46m2.6s,16,16,16,0,4,83,1.99
1450,24d11m5.8s,15d47m17.7s,307,240,285,-50,2,-230,4.60
1451,24d11m5.9s,15d45m32.7s,28,17,25,90,4,90,2.03
1452,24d11m5.9s,15d47m19.2s,27,27,27,0,4,24,2.31
1453,24d11m5.9s,15d46m31.6s,14,14,14,0,4,83,1.99
1454,24d11m6.1s,15d47m17.0s,9,9,9,90,4,90,2.03
1455,24d11m6.2s,15d47m18.8s,34,34,34,0,4,13,2.14
1456,24d11m6.2s,15d46m38.4s,20,18,19,0,4,23,2.31
1457,24d11m6.6s,15d46m32.7s,19,19,19,0,4,84,2
1458,24d11m6.7s,15d47m16.1s,92,92,92,0,4,110,2.96
1459,24d11m6.9s,15d46m13.1s,20,20,20,0,4,82,2
1460,24d11m6.9s,15d47m15.4s,22,22,22,0,4,13,2.14
1461,24d11m7.0s,15d46m39.7s,44,44,44,0,4,34,2.39
1462,24d11m7.1s,15d46m30.5s,21,21,21,0,4,66,1.96
1463,24d11m7.1s,15d47m11.7s,19,19,19,0,2,109,3.61
1464,24d11m7.3s,15d48m5.5s,37,37,37,0,4,28,2.31
1465,24d11m7.3s,15d46m33.7s,16,16,16,0,4,15,2.14
1466,24d11m7.4s,15d46m40.6s,31,29,31,0,4,65,1.96
1467,24d11m7.4s,15d47m10.8s,42,23,36,90,4,36,1.91
1468,24d11m7.4s,15d47m2.7s,16,16,16,0,4,16,2
1469,24d11m7.4s,15d46m48.7s,54,54,54,0,4,30,1.91
1470,24d11m7.4s,15d46m59.6s,55,52,54,90,4,96,2.06
1471,24d11m7.6s,15d47m17.3s,18,17,18,90,4,33,2.36
1472,24d11m7.6s,15d46m32.3s,19,19,19,0,4,37,1.92
1473,24d11m7.8s,15d47m1.1s,27,27,27,0,4,19,2.03
1474,24d11m7.8s,15d46m47.8s,21,21,21,0,4,89,2.04
1475,24d11m7.8s,15d47m15.5s,23,23,23,0,4,73,1.99
1476,24d11m7.8s,15d47m12.0s,26,20,24,0,4,32,1.95
1477,24d11m7.9s,15d46m55.6s,23,23,23,0,4,22,2.19
1478,24d11m8.0s,15d46m39.6s,19,19,19,0,4,42,1.94
1479,24d11m8.1s,15d47m1.8s,22,22,22,0,4,23,2.18
1480,24d11m8.2s,15d46m40.5s,25,25,25,0,4,26,2.21
1481,24d11m8.3s,15d46m38.9s,20,19,20,90,4,40,2.40
1482,24d11m8.3s,15d46m31.6s,34,34,34,0,4,46,1.95
1483,24d11m8.3s,15d47m3.8s,25,25,25,90,4,100,2.09
1484,24d11m8.3s,15d47m17.0s,18,13,16,30,4,56,1.96
1485,24d11m8.4s,15d47m6.1s,12,12,12,90,4,44,1.95
1486,24d11m8.4s,15d47m2.3s,17,17,17,0,4,39,2.37
1487,24d11m8.4s,15d46m32.8s,24,24,24,0,4,46,2.45
1488,24d11m8.5s,15d46m30.3s,18,17,18,0,4,38,1.99
1489,24d11m8.9s,15d46m55.3s,25,25,25,0,4,109,2.13
1490,24d11m8.9s,15d47m17.9s,20,20,20,0,4,44,2.41
1491,24d11m9.0s,15d46m32.3s,44,37,41,90,4,51,1.98
1492,24d11m9.0s,15d47m3.3s,43,35,40,-20,4,81,2.04
1493,24d11m9.0s,15d47m11.4s,21,21,21,0,4,44,2.40
