ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC
368,24d09m46.4s,15d47m42.9s,38,38,38,0,2,11,2.69
369,24d09m46.4s,15d46m44.3s,44,44,44,0,2,39,1.98
370,24d09m46.5s,15d46m52.7s,29,29,29,0,2,4,1.85
371,24d09m46.5s,15d46m10.0s,11,10,11,-90,4,-42,3.04
372,24d09m46.6s,15d47m13.6s,45,45,45,0,2,-45,1.90
373,24d09m46.6s,15d47m17.6s,37,34,36,-90,2,-51,1.97
374,24d09m46.8s,15d46m1.5s,16,15,16,0,4,27,3.36
375,24d09m46.8s,15d45m53.7s,22,22,22,0,4,97,3.68
376,24d09m46.8s,15d48m2.5s,12,11,11,-90,2,127,3.44
377,24d09m46.9s,15d46m57.1s,101,62,88,60,2,-16,1.80
378,24d09m47.0s,15d46m6.8s,12,12,12,0,4,-15,3.15
379,24d09m47.0s,15d47m47.1s,28,28,28,0,2,28,2.83
380,24d09m47.0s,15d46m11.4s,20,19,20,-90,4,-55,2.97
381,24d09m47.1s,15d47m30.5s,21,20,21,0,2,-36,2.27
382,24d09m47.3s,15d47m11.7s,55,53,54,-90,2,-50,1.84
383,24d09m47.3s,15d46m51.9s,19,19,19,0,2,4,1.83
384,24d09m47.5s,15d47m20.0s,61,37,53,-65,2,-58,1.98
385,24d09m47.6s,15d46m2.3s,27,21,25,0,4,20,3.31
386,24d09m47.8s,15d46m53.1s,29,29,29,0,2,-7,1.79
387,24d09m47.8s,15d47m56.6s,22,22,22,0,2,84,3.17
388,24d09m47.8s,15d46m50.0s,33,24,30,-90,2,5,1.83
389,24d09m47.9s,15d47m30.7s,16,15,16,-90,2,-43,2.24
390,24d09m48.0s,15d47m42.6s,118,98,111,30,2,-3,2.64
391,24d09m48.0s,15d46m57.9s,28,20,25,60,2,-28,1.75
392,24d09m48.1s,15d48m2.0s,37,37,37,0,2,116,3.38
393,24d09m48.3s,15d46m0.3s,48,48,48,0,4,37,3.37
394,24d09m48.3s,15d45m57.1s,16,16,16,0,4,63,3.51
395,24d09m48.4s,15d47m44.5s,44,44,44,0,2,4,2.69
396,24d09m48.4s,15d47m47.0s,18,17,17,0,2,18,2.78
397,24d09m48.5s,15d46m47.4s,41,39,40,-90,2,7,1.84
398,24d09m48.6s,15d46m10.5s,17,16,17,-90,4,-52,2.96
399,24d09m48.7s,15d47m37.6s,65,55,62,-51,2,-28,2.44
400,24d09m48.8s,15d47m56.4s,23,23,23,0,2,76,3.14
401,24d09m48.8s,15d45m46.5s,39,39,39,0,4,156,3.94
402,24d09m48.9s,15d47m57.1s,26,26,26,0,2,80,3.17
403,24d09m48.9s,15d46m3.4s,32,31,32,-90,4,10,3.24
404,24d09m48.9s,15d45m48.6s,24,24,24,0,4,137,3.86
405,24d09m48.9s,15d46m5.6s,32,20,28,-50,4,-10,3.15
406,24d09m49.1s,15d46m10.6s,7,7,7,0,4,-54,2.95
407,24d09m49.1s,15d46m1.5s,18,16,18,0,4,25,3.31
408,24d09m49.1s,15d47m26.8s,18,18,18,0,2,-63,2.09
409,24d09m49.1s,15d47m55.2s,24,24,24,0,2,66,3.08
410,24d09m49.2s,15d47m49.6s,19,19,19,0,2,30,2.86
411,24d09m49.2s,15d47m27.3s,12,12,12,0,2,-62,2.10
412,24d09m49.4s,15d47m46.3s,14,14,14,0,2,8,2.73
413,24d09m49.5s,15d47m2.6s,27,26,26,-90,2,-52,1.67
414,24d09m49.5s,15d46m49.6s,53,37,48,-10,2,-9,1.76
415,24d09m49.7s,15d47m47.6s,43,40,42,0,2,15,2.77
416,24d09m49.7s,15d46m51.7s,97,78,91,60,2,-17,1.72
417,24d09m49.7s,15d45m49.2s,40,40,40,0,4,131,3.81
418,24d09m49.8s,15d47m43.8s,33,33,33,0,2,-10,2.63
419,24d09m49.8s,15d47m56.1s,17,17,17,0,2,68,3.10
420,24d09m49.8s,15d46m13.0s,19,18,19,-90,4,-76,2.83
421,24d09m49.8s,15d46m56.6s,12,10,11,-90,2,-37,1.67
422,24d09m49.8s,15d47m57.8s,18,18,18,0,2,79,3.17
423,24d09m49.8s,15d46m1.1s,31,20,27,-40,4,25,3.31
424,24d09m49.9s,15d46m48.6s,30,21,27,-20,2,-5,1.76
425,24d09m49.9s,15d46m17.3s,23,23,23,0,4,-112,2.67
426,24d09m49.9s,15d46m2.9s,18,17,18,-90,4,11,3.23
427,24d09m50.0s,15d48m8.5s,381,282,348,-60,2,153,3.61
428,24d09m50.0s,15d47m46.2s,14,14,14,0,2,6,2.71
429,24d09m50.0s,15d46m9.3s,23,21,22,0,4,-43,2.97
430,24d09m50.1s,15d46m54.1s,44,43,44,-90,2,-29,1.68
431,24d09m50.2s,15d45m55.0s,22,22,22,0,4,79,3.56
432,24d09m50.2s,15d46m2.4s,19,18,19,0,4,13,3.25
433,24d09m50.2s,15d46m5.0s,15,15,15,0,4,-4,3.14
434,24d09m50.3s,15d46m16.4s,17,17,17,0,4,-106,2.69
435,24d09m50.4s,15d45m44.8s,15,15,15,0,4,170,3.99
436,24d09m50.4s,15d45m44.2s,15,15,15,0,4,174,4.01
437,24d09m50.4s,15d47m48.9s,16,16,16,0,2,19,2.80
438,24d09m50.5s,15d45m43.2s,52,52,52,0,4,184,4.06
439,24d09m50.5s,15d46m22.0s,48,48,48,0,4,-155,2.48
440,24d09m50.7s,15d46m41.6s,15,15,15,0,2,26,1.87
441,24d09m50.7s,15d46m10.2s,20,20,20,0,4,-51,2.92
442,24d09m50.7s,15d45m58.7s,30,22,27,-90,4,45,3.39
443,24d09m50.7s,15d46m55.5s,18,16,17,-90,2,-39,1.64
444,24d09m50.7s,15d47m46.3s,19,18,18,-90,2,0,2.69
445,24d09m50.8s,15d47m42.8s,29,29,29,0,2,-21,2.56
446,24d09m50.8s,15d46m48.0s,18,18,18,0,2,-11,1.73
447,24d09m50.9s,15d46m5.6s,12,11,12,-90,4,-12,3.10
448,24d09m50.9s,15d47m31.0s,17,17,17,0,2,-69,2.15
449,24d09m51.0s,15d46m50.2s,17,17,17,0,2,-21,1.68
450,24d09m51.0s,15d47m38.5s,60,42,54,-90,2,-39,2.40
451,24d09m51.1s,15d45m44.8s,17,17,17,0,4,168,3.98
452,24d09m51.1s,15d46m51.1s,14,14,14,0,2,-24,1.67
453,24d09m51.1s,15d47m41.8s,18,17,17,-90,2,-26,2.51
454,24d09m51.1s,15d46m45.9s,16,16,16,0,2,-4,1.75
455,24d09m51.1s,15d46m58.7s,18,17,18,-90,2,-55,1.60
456,24d09m51.2s,15d46m11.3s,14,13,14,-80,4,-62,2.86
457,24d09m51.2s,15d47m26.6s,79,65,75,-30,2,-81,2
458,24d09m51.3s,15d47m48.7s,25,25,25,0,2,12,2.77
459,24d09m51.4s,15d47m45.4s,17,16,17,-90,2,-9,2.64
460,24d09m51.4s,15d46m7.8s,248,152,216,0,4,-31,3
461,24d09m51.5s,15d47m46.1s,22,22,22,0,2,-6,2.67
462,24d09m51.5s,15d45m58.2s,17,17,17,0,4,49,3.39
463,24d09m51.5s,15d46m51.6s,36,26,33,0,2,-30,1.64
464,24d09m51.6s,15d46m9.0s,10,10,10,-90,4,-42,2.94
465,24d09m51.6s,15d47m24.9s,24,23,24,-90,2,-88,1.94
466,24d09m51.6s,15d46m0.4s,30,30,30,0,4,30,3.30
467,24d09m51.7s,15d47m52.5s,27,27,27,0,2,34,2.91
468,24d09m51.8s,15d46m57.9s,18,16,17,-90,2,-57,1.57
469,24d09m51.9s,15d46m10.1s,35,28,32,-90,4,-52,2.89
470,24d09m51.9s,15d46m39.3s,22,22,22,0,2,32,1.88
471,24d09m52.0s,15d47m48.1s,19,19,19,0,2,4,2.73
472,24d09m52.0s,15d46m40.1s,24,22,23,0,2,27,1.85
473,24d09m52.0s,15d47m47.0s,38,32,36,50,2,-4,2.69
474,24d09m52.0s,15d47m42.6s,24,24,24,0,2,-31,2.52
475,24d09m52.1s,15d46m2.3s,28,28,28,0,4,13,3.21
476,24d09m52.1s,15d46m50.3s,36,36,36,0,2,-29,1.63
477,24d09m52.2s,15d47m55.8s,47,47,47,0,2,52,3.03
478,24d09m52.3s,15d47m29.1s,26,26,26,0,2,-82,2.04
479,24d09m52.3s,15d47m35.7s,33,33,33,0,2,-62,2.26
480,24d09m52.4s,15d47m44.9s,54,33,47,-30,2,-18,2.59
481,24d09m52.4s,15d45m58.1s,21,21,21,0,4,50,3.38
482,24d09m52.5s,15d45m53.2s,245,190,227,0,4,92,3.59
483,24d09m52.5s,15d46m37.4s,41,41,41,0,2,41,1.90
484,24d09m52.5s,15d45m59.0s,25,25,25,0,4,42,3.33
485,24d09m52.7s,15d46m10.6s,6,6,6,0,4,-59,2.85
486,24d09m52.7s,15d46m49.9s,14,14,14,0,2,-32,1.61
487,24d09m52.8s,15d47m41.7s,35,33,34,-90,2,-40,2.46
488,24d09m52.9s,15d46m9.1s,23,21,22,0,4,-48,2.91
489,24d09m52.9s,15d46m4.0s,31,31,31,0,4,-3,3.12
490,24d09m53.0s,15d47m36.7s,17,16,17,-90,2,-62,2.27
491,24d09m53.0s,15d46m11.7s,12,11,12,0,4,-69,2.80
492,24d09m53.0s,15d47m59.0s,24,24,24,0,2,67,3.15
493,24d09m53.0s,15d47m58.2s,13,13,13,0,2,61,3.11
494,24d09m53.2s,15d46m49.4s,55,29,46,-30,2,-35,1.60
495,24d09m53.3s,15d46m38.5s,20,20,20,0,2,29,1.85
496,24d09m53.3s,15d46m22.6s,37,37,37,0,2,136,2.37
497,24d09m53.3s,15d46m9.8s,13,10,12,0,4,-54,2.87
498,24d09m53.4s,15d45m44.7s,82,82,82,0,4,165,3.94
499,24d09m53.4s,15d45m59.4s,37,37,37,0,4,37,3.30
500,24d09m53.4s,15d45m55.2s,51,51,51,0,4,72,3.48
501,24d09m53.5s,15d46m10.2s,11,11,11,0,4,-58,2.85
502,24d09m53.5s,15d47m40.2s,20,19,19,-90,2,-52,2.38
503,24d09m53.6s,15d46m47.9s,20,20,20,0,2,-28,1.61
504,24d09m53.6s,15d46m11.9s,11,11,11,0,4,-73,2.78
505,24d09m53.7s,15d45m58.2s,24,24,24,0,4,45,3.34
506,24d09m53.7s,15d47m46.0s,22,22,22,0,2,-20,2.60
507,24d09m53.8s,15d46m48.8s,22,21,22,-90,2,-34,1.59
508,24d09m53.8s,15d47m48.1s,38,38,38,0,2,-7,2.68
509,24d09m54.0s,15d46m2.2s,26,20,24,-90,4,14,3.17
510,24d09m54.0s,15d47m37.1s,26,26,26,0,2,-68,2.26
511,24d09m54.1s,15d47m39.3s,34,34,34,0,2,-59,2.34
512,24d09m54.2s,15d46m8.9s,16,16,16,-90,4,-46,2.88
513,24d09m54.3s,15d46m13.3s,59,41,53,80,4,-86,2.70
514,24d09m54.3s,15d47m45.3s,29,20,26,-90,2,-28,2.56
515,24d09m54.3s,15d46m1.2s,34,29,32,20,4,19,3.20
516,24d09m54.4s,15d46m39.5s,35,29,33,60,2,16,1.78
517,24d09m54.5s,15d46m13.1s,16,16,16,0,4,-84,2.71
518,24d09m54.7s,15d48m0.1s,23,22,23,-90,2,69,3.16
519,24d09m54.7s,15d46m24.7s,65,65,65,0,2,113,2.25
520,24d09m54.7s,15d46m7.8s,17,15,17,-20,4,-37,2.92
521,24d09m54.7s,15d48m1.8s,47,47,47,0,2,80,3.23
522,24d09m54.8s,15d47m46.2s,19,18,18,-90,2,-25,2.58
523,24d09m54.8s,15d47m49.1s,28,28,28,0,2,-8,2.70
524,24d09m54.8s,15d47m58.5s,39,39,39,0,2,55,3.09
525,24d09m54.8s,15d46m10.2s,24,23,24,0,4,-58,2.82
526,24d09m54.8s,15d45m54.4s,25,25,25,0,4,77,3.49
527,24d09m54.9s,15d47m0.1s,13,13,13,0,2,-90,1.43
528,24d09m54.9s,15d46m44.5s,15,15,15,0,2,-18,1.63
529,24d09m54.9s,15d46m15.3s,64,47,58,0,4,-104,2.61
530,24d09m55.0s,15d46m2.7s,36,26,33,-90,4,5,3.13
531,24d09m55.1s,15d46m38.4s,24,24,24,0,2,19,1.78
532,24d09m55.2s,15d46m46.3s,61,54,59,0,2,-31,1.58
533,24d09m55.2s,15d46m4.7s,29,19,26,-90,4,-9,3.04
534,24d09m55.3s,15d47m38.6s,31,31,31,0,2,-71,2.28
535,24d09m55.4s,15d46m43.0s,37,32,36,80,2,-12,1.65
536,24d09m55.4s,15d46m8.8s,32,26,30,-30,4,-45,2.86
537,24d09m55.4s,15d47m59.4s,28,27,27,-90,2,59,3.11
538,24d09m55.4s,15d46m1.0s,33,26,30,-90,4,17,3.19
539,24d09m55.4s,15d47m45.3s,28,26,28,-90,2,-34,2.53
540,24d09m55.5s,15d48m0.5s,20,20,20,0,2,66,3.16
541,24d09m55.6s,15d46m3.9s,30,28,29,0,4,-7,3.06
542,24d09m55.7s,15d46m21.6s,23,23,23,0,2,129,2.34
543,24d09m55.9s,15d46m7.4s,31,30,31,0,4,-34,2.91
544,24d09m55.9s,15d46m37.5s,59,40,53,0,2,20,1.78
545,24d09m55.9s,15d46m8.0s,9,9,9,0,4,-40,2.88
546,24d09m56.1s,15d46m59.7s,13,13,13,0,2,-98,1.37
547,24d09m56.2s,15d47m1.8s,56,42,51,-90,2,-105,1.37
548,24d09m56.3s,15d46m2.3s,32,32,32,0,4,6,3.12
549,24d09m56.4s,15d46m5.1s,33,32,32,-90,4,-19,3
550,24d09m56.5s,15d46m11.6s,25,25,25,0,4,-72,2.72
551,24d09m56.5s,15d46m13.5s,39,33,37,10,4,-89,2.64
552,24d09m56.5s,15d46m54.1s,20,19,20,-90,2,-79,1.39
553,24d09m56.5s,15d45m55.0s,16,16,16,0,4,72,3.43
554,24d09m56.5s,15d47m48.8s,48,34,43,60,2,-19,2.64
555,24d09m56.6s,15d48m5.7s,16,16,16,0,2,101,3.36
556,24d09m56.7s,15d46m0.1s,30,27,29,-90,4,26,3.21
557,24d09m56.8s,15d46m15.0s,14,14,14,0,4,-103,2.57
558,24d09m57.0s,15d47m46.7s,70,54,64,-60,2,-35,2.55
559,24d09m57.0s,15d46m42.9s,16,16,16,0,2,-21,1.58
560,24d09m57.1s,15d46m3.5s,30,28,29,-90,4,-4,3.05
561,24d09m57.1s,15d46m26.4s,46,46,46,0,2,88,2.12
562,24d09m57.1s,15d46m10.1s,34,26,31,0,4,-61,2.77
563,24d09m57.1s,15d48m7.0s,18,17,18,-90,2,109,3.41
564,24d09m57.2s,15d46m50.9s,33,32,33,-90,2,-69,1.40
565,24d09m57.3s,15d46m4.9s,16,14,15,0,4,-17,2.99
566,24d09m57.3s,15d46m15.0s,45,39,43,-90,4,-103,2.56
567,24d09m57.3s,15d46m7.5s,25,22,24,30,4,-41,2.87
568,24d09m57.3s,15d46m37.7s,21,21,21,0,2,10,1.72
569,24d09m57.4s,15d46m4.4s,20,17,19,0,4,-12,3.01
570,24d09m57.5s,15d46m9.1s,21,15,19,-30,4,-54,2.80
571,24d09m57.5s,15d46m40.3s,16,16,16,0,2,-7,1.64
572,24d09m57.6s,15d48m16.4s,24,24,24,0,2,183,3.82
573,24d09m57.7s,15d47m49.4s,13,13,13,0,2,-22,2.64
574,24d09m57.8s,15d45m58.5s,25,25,25,0,4,39,3.25
575,24d09m57.8s,15d45m53.8s,22,22,22,0,4,79,3.46
576,24d09m57.9s,15d46m12.4s,38,23,33,-60,4,-82,2.66
577,24d09m57.9s,15d47m48.1s,23,15,20,0,2,-32,2.58
578,24d09m57.9s,15d46m5.6s,26,24,25,-90,4,-23,2.95
579,24d09m57.9s,15d46m13.8s,138,98,125,-30,4,-94,2.60
580,24d09m57.9s,15d47m46.2s,17,15,16,-90,2,-44,2.51
581,24d09m57.9s,15d47m48.9s,12,11,11,0,2,-27,2.62
582,24d09m57.9s,15d46m56.3s,23,22,23,0,2,-99,1.30
583,24d09m58.0s,15d47m59.2s,165,136,156,-60,2,46,3.05
584,24d09m58.0s,15d46m0.8s,26,26,26,0,4,19,3.15
585,24d09m58.1s,15d48m1.8s,10,10,10,0,2,64,3.16
586,24d09m58.1s,15d46m4.7s,22,17,21,-60,4,-16,2.98
587,24d09m58.3s,15d45m9.7s,24,24,24,0,2,-314,5.46
588,24d09m58.4s,15d45m49.7s,17,17,17,0,4,114,3.64
589,24d09m58.5s,15d47m52.9s,26,26,26,0,2,-1,2.77
590,24d09m58.5s,15d47m49.2s,15,14,15,0,2,-29,2.61
591,24d09m58.5s,15d46m8.3s,29,27,28,0,4,-48,2.82
592,24d09m58.6s,15d46m34.8s,30,20,27,0,2,20,1.77
593,24d09m58.7s,15d47m47.5s,14,14,14,0,2,-40,2.54
594,24d09m58.9s,15d46m38.4s,24,22,23,0,2,-3,1.65
595,24d09m58.9s,15d48m1.6s,23,23,23,0,2,59,3.14
596,24d09m58.9s,15d46m56.3s,20,18,19,-90,2,-106,1.26
597,24d09m59.1s,15d47m38.4s,31,29,30,-90,2,-101,2.16
598,24d09m59.2s,15d46m11.0s,21,21,21,-49,4,-72,2.69
599,24d09m59.2s,15d46m52.4s,56,29,47,-85,2,-90,1.30
600,24d09m59.5s,15d46m15.9s,16,16,16,0,4,-116,2.48
601,24d09m59.5s,15d46m42.5s,16,16,16,0,2,-34,1.50
602,24d09m59.6s,15d48m31.3s,49,49,49,0,1,-185,4.47
603,24d09m59.7s,15d48m0.8s,35,35,35,0,2,49,3.09
604,24d09m59.8s,15d48m2.2s,22,22,22,0,2,60,3.15
605,24d09m59.8s,15d46m33.3s,45,30,40,-20,2,28,1.79
606,24d09m59.9s,15d46m15.2s,25,16,22,40,4,-110,2.49
607,24d10m0.0s,15d46m3.5s,132,99,121,-50,4,-7,2.99
608,24d10m0.1s,15d46m13.1s,16,15,16,-90,4,-91,2.58
609,24d10m0.3s,15d48m2.5s,14,14,14,0,2,61,3.16
610,24d10m0.3s,15d45m55.0s,48,48,48,0,4,65,3.37
611,24d10m0.5s,15d47m58.1s,16,15,16,-90,2,24,2.96
612,24d10m0.7s,15d46m31.8s,40,40,40,0,2,31,1.81
613,24d10m0.9s,15d46m34.2s,27,24,26,-20,2,15,1.72
614,24d10m1.0s,15d48m3.1s,34,34,34,0,2,62,3.17
615,24d10m1.1s,15d46m28.9s,35,35,35,0,2,49,1.91
616,24d10m1.1s,15d46m12.6s,33,28,31,-60,4,-87,2.58
617,24d10m1.4s,15d47m57.7s,25,24,25,-90,2,17,2.92
618,24d10m1.4s,15d46m24.4s,25,25,25,0,2,85,2.08
619,24d10m1.6s,15d46m30.8s,28,28,28,0,2,32,1.83
620,24d10m1.6s,15d48m4.6s,20,20,20,0,2,72,3.23
621,24d10m1.7s,15d45m44.1s,124,123,123,-30,4,156,3.84
622,24d10m1.7s,15d47m39.2s,87,71,81,80,2,-112,2.13
623,24d10m1.8s,15d48m1.6s,26,26,26,0,2,47,3.09
624,24d10m2.0s,15d46m2.6s,15,14,15,-90,4,-4,3
625,24d10m2.0s,15d45m42.0s,47,46,47,-90,4,174,3.93
626,24d10m2.1s,15d46m5.4s,13,12,13,0,4,-28,2.88
627,24d10m2.1s,15d46m32.8s,45,45,45,0,2,16,1.74
628,24d10m2.3s,15d45m53.6s,73,58,68,85,4,72,3.40
629,24d10m2.3s,15d48m2.9s,28,27,28,-90,2,56,3.14
630,24d10m2.4s,15d46m36.1s,25,24,25,-90,2,-6,1.61
631,24d10m2.4s,15d46m37.9s,29,24,27,-70,2,-17,1.55
632,24d10m2.4s,15d46m3.0s,12,11,12,-90,4,-6,2.98
633,24d10m2.5s,15d46m44.0s,21,19,20,-90,2,-62,1.35
634,24d10m2.5s,15d47m17.5s,36,23,32,-90,4,186,1.33
635,24d10m2.5s,15d47m11.8s,40,29,36,70,2,-179,1.19
636,24d10m2.5s,15d47m54.4s,25,25,25,0,2,-11,2.76
637,24d10m2.6s,15d46m4.4s,20,18,19,0,4,-19,2.91
638,24d10m2.7s,15d48m11.6s,24,24,24,0,2,128,3.53
639,24d10m2.7s,15d46m41.3s,65,50,60,0,2,-45,1.43
640,24d10m2.8s,15d48m1.7s,30,30,30,0,2,45,3.08
641,24d10m2.9s,15d46m4.8s,13,13,13,0,4,-23,2.89
642,24d10m3.3s,15d46m35.4s,28,28,28,0,2,-7,1.61
643,24d10m3.4s,15d48m17.2s,29,29,29,0,2,173,3.77
644,24d10m3.4s,15d47m56.6s,25,25,25,0,2,4,2.84
645,24d10m3.5s,15d46m36.1s,12,12,12,0,2,-13,1.57
646,24d10m3.6s,15d46m27.1s,45,45,45,0,2,58,1.92
647,24d10m3.7s,15d46m31.4s,45,45,45,0,2,19,1.75
648,24d10m3.9s,15d47m16.7s,90,67,82,-90,4,177,1.25
649,24d10m3.9s,15d46m53.1s,21,21,21,0,2,-126,1.08
650,24d10m3.9s,15d46m8.0s,39,32,37,-90,4,-52,2.73
651,24d10m3.9s,15d47m14.5s,48,48,48,0,4,185,1.19
652,24d10m4.0s,15d46m51.6s,23,19,22,0,2,119,1.10
653,24d10m4.4s,15d46m42.7s,57,43,52,-40,2,-63,1.32
654,24d10m4.5s,15d48m12.1s,34,34,34,0,2,127,3.53
655,24d10m4.6s,15d48m23.3s,38,38,38,0,1,-180,4.04
656,24d10m4.9s,15d46m30.6s,28,28,28,0,2,28,1.75
657,24d10m4.9s,15d47m14.2s,16,16,16,0,4,180,1.15
658,24d10m5.0s,15d46m52.5s,19,19,19,0,2,-131,1.04
659,24d10m5.0s,15d47m25.6s,24,24,24,0,4,153,1.51
660,24d10m5.0s,15d45m59.6s,39,39,39,0,4,17,3.09
661,24d10m5.1s,15d46m51.0s,37,36,37,0,2,122,1.07
662,24d10m5.1s,15d46m37.8s,31,31,31,0,2,-33,1.47
663,24d10m5.1s,15d48m10.5s,69,44,61,-50,2,112,3.45
664,24d10m5.2s,15d46m1.0s,28,28,28,0,4,5,3.02
665,24d10m5.3s,15d46m31.6s,21,20,21,0,2,21,1.70
666,24d10m5.3s,15d46m27.4s,23,22,23,0,2,56,1.87
667,24d10m5.5s,15d46m34.1s,23,21,22,0,2,-13,1.60
668,24d10m5.5s,15d46m53.7s,17,17,17,0,2,141,1
669,24d10m5.8s,15d47m53.6s,27,27,27,0,2,-29,2.67
670,24d10m5.8s,15d46m52.1s,25,23,24,0,2,134,1.02
671,24d10m5.9s,15d46m13.0s,26,24,25,0,4,-100,2.47
672,24d10m6.0s,15d46m31.9s,23,21,23,-90,2,22,1.67
673,24d10m6.0s,15d47m25.2s,27,27,27,0,4,144,1.47
674,24d10m6.1s,15d47m0.2s,36,36,36,0,2,-177,0.91
675,24d10m6.1s,15d46m49.7s,29,18,25,0,2,120,1.06
676,24d10m6.1s,15d48m38.5s,30,30,30,0,1,124,4.73
677,24d10m6.4s,15d47m56.4s,39,39,39,0,2,-10,2.78
678,24d10m6.4s,15d47m45.4s,28,25,27,-90,2,-94,2.30
679,24d10m6.4s,15d46m51.1s,32,23,29,0,2,131,1.01
680,24d10m6.5s,15d46m36.8s,20,20,20,0,2,-36,1.46
681,24d10m6.5s,15d46m11.4s,20,13,18,0,4,-87,2.53
682,24d10m6.6s,15d46m53.1s,39,23,34,0,2,144,0.97
683,24d10m6.7s,15d48m3.6s,29,29,29,0,2,49,3.11
684,24d10m6.8s,15d48m44.4s,51,51,51,0,1,137,5.01
685,24d10m6.8s,15d46m58.8s,49,35,45,0,2,178,0.88
686,24d10m6.9s,15d46m36.1s,26,26,26,0,2,-33,1.48
687,24d10m7.1s,15d45m9.0s,36,36,36,0,2,-294,5.42
688,24d10m7.1s,15d47m54.6s,83,63,76,30,2,-26,2.69
689,24d10m7.2s,15d46m46.5s,47,47,47,0,2,-105,1.11
690,24d10m7.2s,15d47m50.0s,57,48,54,-20,2,-64,2.48
691,24d10m7.2s,15d46m15.6s,12,12,12,-90,4,-125,2.33
692,24d10m7.3s,15d45m58.0s,41,41,41,0,4,24,3.13
693,24d10m7.3s,15d46m13.6s,25,22,24,0,4,-108,2.42
694,24d10m7.3s,15d48m36.8s,8,8,8,0,1,112,4.65
695,24d10m7.4s,15d46m48.9s,16,15,16,0,2,123,1.03
696,24d10m7.4s,15d48m4.9s,24,23,24,0,2,57,3.16
697,24d10m7.5s,15d48m39.1s,41,41,41,0,1,113,4.75
698,24d10m7.7s,15d46m11.5s,20,17,19,0,4,-91,2.51
699,24d10m7.7s,15d48m13.0s,71,47,63,-80,2,124,3.53
700,24d10m8.0s,15d48m3.1s,59,59,59,0,2,41,3.07
701,24d10m8.1s,15d46m41.4s,83,79,82,-60,2,-75,1.24
702,24d10m8.1s,15d46m42.2s,25,25,25,0,2,-80,1.22
703,24d10m8.1s,15d47m45.4s,74,58,69,0,2,-103,2.27
704,24d10m8.5s,15d45m53.4s,43,43,43,0,4,66,3.33
705,24d10m8.6s,15d47m55.5s,35,34,35,-90,2,-22,2.71
706,24d10m8.7s,15d46m51.2s,21,21,21,0,2,-145,0.92
707,24d10m8.7s,15d45m56.3s,29,29,29,0,4,40,3.19
708,24d10m8.8s,15d46m31.5s,58,39,52,0,2,-45,1.62
709,24d10m8.9s,15d48m14.9s,22,21,21,-90,2,137,3.61
710,24d10m9.1s,15d46m12.4s,37,29,35,60,4,-101,2.45
711,24d10m9.1s,15d46m0.6s,35,35,35,0,4,3,2.99
712,24d10m9.1s,15d46m20.4s,32,32,32,0,2,126,2.09
713,24d10m9.2s,15d46m23.8s,93,74,86,-90,2,99,1.94
714,24d10m9.2s,15d47m54.4s,20,19,20,-90,2,-33,2.66
715,24d10m9.2s,15d47m47.4s,34,24,30,40,2,-93,2.34
716,24d10m9.3s,15d48m39.1s,10,10,10,0,1,98,4.74
717,24d10m9.3s,15d48m23.0s,32,32,32,0,1,-154,3.98
718,24d10m9.6s,15d48m2.1s,60,60,60,0,2,27,3
719,24d10m9.7s,15d47m45.8s,19,19,19,0,2,-108,2.26
720,24d10m9.8s,15d46m41.7s,23,23,23,0,2,-87,1.19
721,24d10m9.9s,15d46m56.1s,36,36,36,0,2,-184,0.77
722,24d10m9.9s,15d48m38.1s,58,46,54,0,1,91,4.68
723,24d10m10.0s,15d46m30.5s,30,19,27,-30,2,-58,1.63
724,24d10m10.0s,15d46m13.9s,17,17,17,0,4,-113,2.37
725,24d10m10.1s,15d47m10.0s,18,18,18,0,4,-170,0.84
726,24d10m10.3s,15d47m55.3s,38,38,38,0,2,-27,2.68
727,24d10m10.3s,15d46m14.7s,19,18,18,-90,4,-119,2.33
728,24d10m10.4s,15d47m59.0s,22,21,22,-90,2,-1,2.85
729,24d10m10.5s,15d45m58.8s,35,35,35,0,4,17,3.06
730,24d10m10.5s,15d48m39.2s,14,14,14,0,1,88,4.73
731,24d10m10.5s,15d46m15.4s,30,25,29,0,4,-126,2.29
732,24d10m10.6s,15d46m31.4s,27,26,26,0,2,-60,1.58
733,24d10m10.6s,15d45m53.9s,31,31,31,0,4,61,3.28
734,24d10m10.6s,15d46m25.7s,18,15,17,0,2,91,1.83
735,24d10m10.6s,15d46m26.3s,28,22,26,0,2,86,1.80
736,24d10m10.7s,15d48m35.7s,197,130,175,0,1,83,4.56
737,24d10m10.8s,15d47m9.5s,21,18,20,0,4,170,0.80
738,24d10m10.9s,15d48m44.8s,93,74,87,-10,1,110,4.99
739,24d10m11.1s,15d48m1.6s,20,20,20,0,2,20,2.96
740,24d10m11.1s,15d48m36.9s,9,9,9,-90,1,79,4.62
741,24d10m11.2s,15d45m54.8s,18,18,18,0,4,53,3.24
742,24d10m11.2s,15d48m39.2s,14,14,14,0,1,82,4.73
743,24d10m11.3s,15d47m57.5s,22,22,22,-90,2,-14,2.77
744,24d10m11.3s,15d46m13.6s,70,59,66,-90,4,-109,2.36
745,24d10m11.3s,15d47m46.0s,30,30,30,0,2,-109,2.24
